['+0.01', '+0.94', '+0.54', '-0.09', '-0.01', '-0.08', '+0.00', '+0.00', 1]
['+0.18', '+0.65', '+0.36', '-0.66', '+0.23', '+0.13', '+0.00', '+0.00', 2]
['+0.18', '+0.65', '+0.36', '-0.65', '+0.24', '+0.15', '+0.00', '+0.00', 2]
['+0.19', '+0.63', '+0.37', '-0.68', '+0.25', '+0.12', '+0.00', '+0.00', 3]
['+0.19', '+0.63', '+0.35', '-0.66', '+0.25', '+0.11', '+0.00', '+0.00', 2]
['+0.19', '+0.62', '+0.33', '-0.64', '+0.26', '+0.11', '+0.00', '+0.00', 2]
['+0.20', '+0.61', '+0.29', '-0.62', '+0.26', '+0.10', '+0.00', '+0.00', 2]
['+0.20', '+0.60', '+0.28', '-0.60', '+0.27', '+0.10', '+0.00', '+0.00', 2]
['+0.20', '+0.59', '+0.27', '-0.57', '+0.27', '+0.11', '+0.00', '+0.00', 2]
['+0.20', '+0.58', '+0.28', '-0.60', '+0.28', '+0.06', '+0.00', '+0.00', 3]
['+0.21', '+0.57', '+0.27', '-0.60', '+0.28', '+0.06', '+0.00', '+0.00', 2]
['+0.21', '+0.56', '+0.27', '-0.58', '+0.28', '+0.08', '+0.00', '+0.00', 2]
['+0.21', '+0.55', '+0.25', '-0.55', '+0.29', '+0.09', '+0.00', '+0.00', 2]
['+0.22', '+0.55', '+0.23', '-0.54', '+0.29', '+0.08', '+0.00', '+0.00', 2]
['+0.22', '+0.54', '+0.24', '-0.57', '+0.29', '+0.04', '+0.00', '+0.00', 3]
['+0.22', '+0.53', '+0.23', '-0.55', '+0.30', '+0.05', '+0.00', '+0.00', 2]
['+0.22', '+0.52', '+0.23', '-0.55', '+0.30', '+0.06', '+0.00', '+0.00', 2]
['+0.22', '+0.51', '+0.22', '-0.55', '+0.30', '+0.06', '+0.00', '+0.00', 2]
['+0.23', '+0.50', '+0.19', '-0.53', '+0.31', '+0.06', '+0.00', '+0.00', 2]
['+0.23', '+0.50', '+0.16', '-0.50', '+0.31', '+0.05', '+0.00', '+0.00', 2]
['+0.23', '+0.49', '+0.16', '-0.50', '+0.31', '+0.06', '+0.00', '+0.00', 2]
['+0.23', '+0.48', '+0.17', '-0.52', '+0.31', '+0.02', '+0.00', '+0.00', 3]
['+0.23', '+0.47', '+0.15', '-0.51', '+0.31', '+0.02', '+0.00', '+0.00', 2]
['+0.23', '+0.47', '+0.12', '-0.49', '+0.31', '+0.02', '+0.00', '+0.00', 2]
['+0.24', '+0.46', '+0.11', '-0.48', '+0.32', '+0.03', '+0.00', '+0.00', 2]
['+0.24', '+0.45', '+0.08', '-0.45', '+0.32', '+0.01', '+0.00', '+0.00', 2]
['+0.24', '+0.45', '+0.09', '-0.48', '+0.31', '-0.04', '+0.00', '+0.00', 3]
['+0.24', '+0.44', '+0.07', '-0.48', '+0.31', '-0.04', '+0.00', '+0.00', 2]
['+0.24', '+0.43', '+0.05', '-0.46', '+0.31', '-0.04', '+0.00', '+0.00', 2]
['+0.24', '+0.42', '+0.05', '-0.47', '+0.31', '-0.03', '+0.00', '+0.00', 2]
['+0.24', '+0.42', '+0.01', '-0.45', '+0.31', '-0.05', '+0.00', '+0.00', 2]
['+0.24', '+0.41', '+0.01', '-0.43', '+0.31', '-0.03', '+0.00', '+0.00', 2]
['+0.24', '+0.40', '-0.01', '-0.41', '+0.30', '-0.03', '+0.00', '+0.00', 2]
['+0.24', '+0.40', '-0.00', '-0.44', '+0.30', '-0.07', '+0.00', '+0.00', 3]
['+0.24', '+0.39', '-0.03', '-0.41', '+0.30', '-0.07', '+0.00', '+0.00', 2]
['+0.24', '+0.39', '-0.02', '-0.41', '+0.29', '-0.05', '+0.00', '+0.00', 2]
['+0.24', '+0.38', '-0.03', '-0.39', '+0.29', '-0.04', '+0.00', '+0.00', 2]
['+0.24', '+0.38', '-0.04', '-0.35', '+0.29', '-0.02', '+0.00', '+0.00', 2]
['+0.24', '+0.37', '-0.03', '-0.38', '+0.29', '-0.07', '+0.00', '+0.00', 3]
['+0.24', '+0.36', '-0.05', '-0.36', '+0.28', '-0.07', '+0.00', '+0.00', 2]
['+0.24', '+0.36', '-0.08', '-0.33', '+0.28', '-0.08', '+0.00', '+0.00', 2]
['+0.23', '+0.35', '-0.11', '-0.31', '+0.28', '-0.08', '+0.00', '+0.00', 2]
['+0.23', '+0.35', '-0.10', '-0.34', '+0.27', '-0.12', '+0.00', '+0.00', 3]
['+0.23', '+0.34', '-0.13', '-0.33', '+0.26', '-0.13', '+0.00', '+0.00', 2]
['+0.23', '+0.34', '-0.16', '-0.30', '+0.26', '-0.14', '+0.00', '+0.00', 2]
['+0.23', '+0.33', '-0.16', '-0.32', '+0.25', '-0.14', '+0.00', '+0.00', 0]
['+0.23', '+0.33', '-0.16', '-0.32', '+0.24', '-0.12', '+0.00', '+0.00', 2]
['+0.23', '+0.33', '-0.18', '-0.31', '+0.24', '-0.13', '+0.00', '+0.00', 2]
['+0.22', '+0.32', '-0.19', '-0.31', '+0.23', '-0.13', '+0.00', '+0.00', 2]
['+0.22', '+0.32', '-0.21', '-0.32', '+0.22', '-0.14', '+0.00', '+0.00', 2]
['+0.22', '+0.31', '-0.23', '-0.28', '+0.22', '-0.14', '+0.00', '+0.00', 2]
['+0.22', '+0.31', '-0.23', '-0.31', '+0.21', '-0.14', '+0.00', '+0.00', 0]
['+0.21', '+0.30', '-0.25', '-0.31', '+0.20', '-0.15', '+0.00', '+0.00', 2]
['+0.21', '+0.30', '-0.26', '-0.28', '+0.20', '-0.15', '+0.00', '+0.00', 2]
['+0.21', '+0.29', '-0.26', '-0.31', '+0.19', '-0.15', '+0.00', '+0.00', 0]
['+0.21', '+0.29', '-0.27', '-0.30', '+0.18', '-0.15', '+0.00', '+0.00', 2]
['+0.20', '+0.29', '-0.30', '-0.27', '+0.17', '-0.16', '+0.00', '+0.00', 2]
['+0.20', '+0.28', '-0.30', '-0.30', '+0.16', '-0.16', '+0.00', '+0.00', 0]
['+0.20', '+0.28', '-0.29', '-0.29', '+0.16', '-0.15', '+0.00', '+0.00', 2]
['+0.19', '+0.27', '-0.31', '-0.26', '+0.15', '-0.15', '+0.00', '+0.00', 2]
['+0.19', '+0.27', '-0.31', '-0.28', '+0.14', '-0.15', '+0.00', '+0.00', 0]
['+0.19', '+0.26', '-0.31', '-0.26', '+0.14', '-0.14', '+0.00', '+0.00', 2]
['+0.18', '+0.26', '-0.31', '-0.29', '+0.13', '-0.14', '+0.00', '+0.00', 0]
['+0.18', '+0.26', '-0.31', '-0.28', '+0.12', '-0.13', '+0.00', '+0.00', 2]
['+0.18', '+0.25', '-0.33', '-0.27', '+0.12', '-0.14', '+0.00', '+0.00', 2]
['+0.17', '+0.25', '-0.34', '-0.25', '+0.11', '-0.15', '+0.00', '+0.00', 2]
['+0.17', '+0.24', '-0.34', '-0.27', '+0.10', '-0.15', '+0.00', '+0.00', 0]
['+0.17', '+0.24', '-0.34', '-0.25', '+0.09', '-0.14', '+0.00', '+0.00', 2]
['+0.16', '+0.24', '-0.36', '-0.25', '+0.09', '-0.15', '+0.00', '+0.00', 2]
['+0.16', '+0.23', '-0.38', '-0.23', '+0.08', '-0.17', '+0.00', '+0.00', 2]
['+0.16', '+0.23', '-0.38', '-0.25', '+0.07', '-0.17', '+0.00', '+0.00', 0]
['+0.15', '+0.23', '-0.38', '-0.22', '+0.06', '-0.16', '+0.00', '+0.00', 2]
['+0.15', '+0.22', '-0.38', '-0.25', '+0.05', '-0.16', '+0.00', '+0.00', 0]
['+0.14', '+0.22', '-0.40', '-0.21', '+0.04', '-0.18', '+0.00', '+0.00', 2]
['+0.14', '+0.22', '-0.40', '-0.23', '+0.03', '-0.18', '+0.00', '+0.00', 0]
['+0.13', '+0.21', '-0.40', '-0.26', '+0.03', '-0.18', '+0.00', '+0.00', 0]
['+0.13', '+0.21', '-0.40', '-0.24', '+0.02', '-0.17', '+0.00', '+0.00', 2]
['+0.13', '+0.20', '-0.42', '-0.21', '+0.01', '-0.19', '+0.00', '+0.00', 2]
['+0.12', '+0.20', '-0.42', '-0.24', '-0.00', '-0.19', '+0.00', '+0.00', 0]
['+0.12', '+0.20', '-0.40', '-0.23', '-0.01', '-0.17', '+0.00', '+0.00', 2]
['+0.11', '+0.19', '-0.40', '-0.23', '-0.02', '-0.17', '+0.00', '+0.00', 2]
['+0.11', '+0.19', '-0.38', '-0.19', '-0.03', '-0.15', '+0.00', '+0.00', 2]
['+0.11', '+0.19', '-0.38', '-0.22', '-0.03', '-0.15', '+0.00', '+0.00', 0]
['+0.10', '+0.18', '-0.38', '-0.24', '-0.04', '-0.15', '+0.00', '+0.00', 0]
['+0.10', '+0.18', '-0.36', '-0.22', '-0.05', '-0.14', '+0.00', '+0.00', 2]
['+0.10', '+0.18', '-0.36', '-0.25', '-0.06', '-0.14', '+0.00', '+0.00', 0]
['+0.09', '+0.17', '-0.36', '-0.24', '-0.06', '-0.15', '+0.00', '+0.00', 2]
['+0.09', '+0.17', '-0.35', '-0.20', '-0.07', '-0.13', '+0.00', '+0.00', 2]
['+0.08', '+0.17', '-0.35', '-0.23', '-0.08', '-0.13', '+0.00', '+0.00', 0]
['+0.08', '+0.16', '-0.35', '-0.19', '-0.08', '-0.15', '+0.00', '+0.00', 2]
['+0.08', '+0.16', '-0.35', '-0.21', '-0.09', '-0.15', '+0.00', '+0.00', 0]
['+0.07', '+0.16', '-0.35', '-0.24', '-0.10', '-0.15', '+0.00', '+0.00', 0]
['+0.07', '+0.15', '-0.35', '-0.20', '-0.11', '-0.15', '+0.00', '+0.00', 2]
['+0.07', '+0.15', '-0.35', '-0.23', '-0.11', '-0.15', '+0.00', '+0.00', 0]
['+0.06', '+0.15', '-0.33', '-0.19', '-0.12', '-0.15', '+0.00', '+0.00', 2]
['+0.06', '+0.14', '-0.34', '-0.22', '-0.13', '-0.11', '+0.00', '+0.00', 1]
['+0.06', '+0.14', '-0.34', '-0.18', '-0.13', '-0.12', '+0.00', '+0.00', 2]
['+0.05', '+0.14', '-0.34', '-0.21', '-0.14', '-0.12', '+0.00', '+0.00', 0]
['+0.05', '+0.14', '-0.34', '-0.20', '-0.14', '-0.13', '+0.00', '+0.00', 2]
['+0.05', '+0.13', '-0.34', '-0.22', '-0.15', '-0.13', '+0.00', '+0.00', 0]
['+0.04', '+0.13', '-0.32', '-0.19', '-0.16', '-0.13', '+0.00', '+0.00', 2]
['+0.04', '+0.13', '-0.33', '-0.21', '-0.16', '-0.08', '+0.00', '+0.00', 1]
['+0.04', '+0.12', '-0.31', '-0.18', '-0.16', '-0.08', '+0.00', '+0.00', 2]
['+0.03', '+0.12', '-0.31', '-0.21', '-0.17', '-0.08', '+0.00', '+0.00', 0]
['+0.03', '+0.12', '-0.30', '-0.18', '-0.17', '-0.07', '+0.00', '+0.00', 2]
['+0.03', '+0.12', '-0.30', '-0.20', '-0.18', '-0.07', '+0.00', '+0.00', 0]
['+0.02', '+0.11', '-0.30', '-0.17', '-0.18', '-0.09', '+0.00', '+0.00', 2]
['+0.02', '+0.11', '-0.30', '-0.20', '-0.18', '-0.09', '+0.00', '+0.00', 0]
['+0.02', '+0.11', '-0.27', '-0.16', '-0.19', '-0.08', '+0.00', '+0.00', 2]
['+0.02', '+0.10', '-0.27', '-0.19', '-0.19', '-0.08', '+0.00', '+0.00', 0]
['+0.01', '+0.10', '-0.27', '-0.22', '-0.20', '-0.08', '+0.00', '+0.00', 0]
['+0.01', '+0.10', '-0.27', '-0.22', '-0.20', '-0.09', '+0.00', '+0.00', 2]
['+0.01', '+0.10', '-0.27', '-0.19', '-0.21', '-0.10', '+0.00', '+0.00', 2]
['+0.00', '+0.09', '-0.28', '-0.21', '-0.21', '-0.06', '+0.00', '+0.00', 1]
['+0.00', '+0.09', '-0.27', '-0.19', '-0.21', '-0.06', '+0.00', '+0.00', 2]
['-0.00', '+0.09', '-0.24', '-0.16', '-0.21', '-0.05', '+0.00', '+0.00', 2]
['-0.00', '+0.08', '-0.24', '-0.19', '-0.22', '-0.05', '+0.00', '+0.00', 0]
['-0.01', '+0.08', '-0.21', '-0.15', '-0.22', '-0.05', '+0.00', '+0.00', 2]
['-0.01', '+0.08', '-0.21', '-0.18', '-0.22', '-0.05', '+0.00', '+0.00', 0]
['-0.01', '+0.08', '-0.20', '-0.17', '-0.22', '-0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.07', '-0.21', '-0.19', '-0.22', '+0.00', '+0.00', '+0.00', 1]
['-0.01', '+0.07', '-0.19', '-0.18', '-0.22', '+0.01', '+0.00', '+0.00', 2]
['-0.02', '+0.07', '-0.18', '-0.17', '-0.22', '+0.00', '+0.00', '+0.00', 2]
['-0.02', '+0.07', '-0.15', '-0.15', '-0.22', '+0.02', '+0.00', '+0.00', 2]
['-0.02', '+0.06', '-0.15', '-0.18', '-0.22', '+0.02', '+0.00', '+0.00', 0]
['-0.02', '+0.06', '-0.15', '-0.17', '-0.22', '+0.01', '+0.00', '+0.00', 2]
['-0.02', '+0.06', '-0.13', '-0.17', '-0.22', '+0.02', '+0.00', '+0.00', 2]
['-0.02', '+0.06', '-0.10', '-0.17', '-0.22', '+0.03', '+0.00', '+0.00', 2]
['-0.02', '+0.05', '-0.09', '-0.17', '-0.22', '+0.04', '+0.00', '+0.00', 2]
['-0.02', '+0.05', '-0.06', '-0.14', '-0.21', '+0.05', '+0.00', '+0.00', 2]
['-0.02', '+0.05', '-0.05', '-0.10', '-0.21', '+0.04', '+0.00', '+0.00', 2]
['-0.02', '+0.05', '-0.05', '-0.13', '-0.21', '+0.04', '+0.00', '+0.00', 0]
['-0.02', '+0.05', '-0.05', '-0.15', '-0.21', '+0.04', '+0.00', '+0.00', 0]
['-0.03', '+0.04', '-0.05', '-0.15', '-0.21', '+0.03', '+0.00', '+0.00', 2]
['-0.03', '+0.04', '-0.05', '-0.11', '-0.21', '+0.01', '+0.00', '+0.00', 2]
['-0.03', '+0.04', '-0.06', '-0.14', '-0.20', '+0.06', '+0.00', '+0.00', 1]
['-0.03', '+0.04', '-0.03', '-0.12', '-0.20', '+0.07', '+0.00', '+0.00', 2]
['-0.03', '+0.03', '-0.03', '-0.15', '-0.20', '+0.07', '+0.00', '+0.00', 0]
['-0.03', '+0.03', '-0.01', '-0.12', '-0.19', '+0.08', '+0.00', '+0.00', 2]
['-0.03', '+0.03', '-0.00', '-0.10', '-0.19', '+0.08', '+0.00', '+0.00', 2]
['-0.03', '+0.03', '-0.00', '-0.13', '-0.18', '+0.08', '+0.00', '+0.00', 0]
['-0.03', '+0.03', '-0.00', '-0.11', '-0.18', '+0.06', '+0.00', '+0.00', 2]
['-0.03', '+0.03', '-0.00', '-0.14', '-0.18', '+0.06', '+0.00', '+0.00', 0]
['-0.03', '+0.02', '+0.01', '-0.11', '-0.18', '+0.06', '+0.00', '+0.00', 2]
['-0.03', '+0.02', '+0.01', '-0.09', '-0.17', '+0.05', '+0.00', '+0.00', 2]
['-0.03', '+0.02', '+0.01', '-0.12', '-0.17', '+0.05', '+0.00', '+0.00', 0]
['-0.03', '+0.02', '+0.01', '-0.10', '-0.17', '+0.04', '+0.00', '+0.00', 2]
['-0.03', '+0.02', '+0.01', '-0.13', '-0.17', '+0.04', '+0.00', '+0.00', 0]
['-0.03', '+0.02', '+0.03', '-0.10', '-0.16', '+0.05', '+0.00', '+0.00', 2]
['-0.03', '+0.01', '+0.03', '-0.09', '-0.16', '+0.03', '+0.00', '+0.00', 2]
['-0.03', '+0.01', '+0.02', '-0.12', '-0.16', '+0.06', '+0.00', '+0.00', 1]
['-0.03', '+0.01', '+0.03', '-0.08', '-0.14', '+0.32', '+1.00', '+0.00', 2]
['-0.02', '+0.01', '+0.02', '-0.10', '-0.12', '+0.39', '+1.00', '+0.00', 0]
['-0.02', '+0.01', '+0.02', '-0.12', '-0.10', '+0.46', '+1.00', '+0.00', 0]
['-0.02', '+0.01', '+0.04', '-0.08', '-0.08', '+0.47', '+1.00', '+0.00', 2]
['-0.02', '+0.01', '+0.04', '-0.10', '-0.05', '+0.47', '+0.00', '+0.00', 0]
['-0.02', '+0.00', '+0.05', '-0.13', '-0.03', '+0.44', '+0.00', '+0.00', 3]
['-0.02', '+0.00', '+0.06', '-0.16', '-0.01', '+0.40', '+0.00', '+0.00', 3]
['-0.02', '-0.00', '+0.07', '-0.18', '+0.01', '+0.36', '+0.00', '+1.00', 3]
['-0.02', '-0.00', '+0.06', '-0.13', '+0.02', '+0.34', '+1.00', '+1.00', 2]
['-0.02', '-0.00', '+0.05', '-0.04', '+0.04', '+0.31', '+1.00', '+1.00', 2]
['-0.02', '-0.00', '+0.04', '-0.03', '+0.04', '+0.11', '+1.00', '+1.00', 0]
['-0.02', '-0.01', '+0.03', '-0.01', '+0.05', '+0.04', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.02', '+0.01', '+0.04', '-0.02', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.02', '+0.02', '+0.04', '-0.07', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.02', '+0.03', '+0.04', '-0.11', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.02', '+0.04', '+0.03', '-0.12', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.02', '+0.03', '+0.02', '-0.12', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.02', '+0.03', '+0.02', '-0.10', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.02', '+0.02', '+0.02', '-0.08', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.02', '+0.02', '+0.01', '-0.06', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.02', '+0.01', '+0.01', '-0.05', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.01', '+0.01', '+0.01', '-0.04', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.01', '+0.01', '+0.01', '-0.04', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.01', '+0.01', '+0.00', '-0.04', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.01', '+0.01', '+0.00', '-0.05', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.01', '+0.02', '-0.00', '-0.06', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.01', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.00', '-0.00', '+0.02', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '+0.93', '+0.20', '-0.44', '-0.00', '-0.00', '+0.00', '+0.00', 1]
['+0.01', '+0.92', '+0.19', '-0.46', '-0.00', '+0.03', '+0.00', '+0.00', 1]
['+0.01', '+0.91', '+0.18', '-0.49', '+0.00', '+0.07', '+0.00', '+0.00', 1]
['+0.01', '+0.91', '+0.18', '-0.52', '+0.01', '+0.07', '+0.00', '+0.00', 0]
['+0.01', '+0.90', '+0.18', '-0.54', '+0.01', '+0.07', '+0.00', '+0.00', 0]
['+0.01', '+0.89', '+0.18', '-0.57', '+0.01', '+0.07', '+0.00', '+0.00', 0]
['+0.02', '+0.88', '+0.18', '-0.60', '+0.02', '+0.07', '+0.00', '+0.00', 0]
['+0.02', '+0.87', '+0.18', '-0.62', '+0.02', '+0.07', '+0.00', '+0.00', 0]
['+0.02', '+0.86', '+0.18', '-0.65', '+0.02', '+0.07', '+0.00', '+0.00', 0]
['+0.02', '+0.85', '+0.18', '-0.68', '+0.03', '+0.07', '+0.00', '+0.00', 0]
['+0.02', '+0.84', '+0.18', '-0.70', '+0.03', '+0.07', '+0.00', '+0.00', 0]
['+0.02', '+0.83', '+0.18', '-0.73', '+0.03', '+0.07', '+0.00', '+0.00', 0]
['+0.03', '+0.82', '+0.18', '-0.76', '+0.04', '+0.07', '+0.00', '+0.00', 0]
['+0.03', '+0.81', '+0.18', '-0.78', '+0.04', '+0.07', '+0.00', '+0.00', 0]
['+0.03', '+0.79', '+0.18', '-0.81', '+0.04', '+0.07', '+0.00', '+0.00', 0]
['+0.03', '+0.78', '+0.18', '-0.84', '+0.05', '+0.07', '+0.00', '+0.00', 0]
['+0.03', '+0.77', '+0.18', '-0.86', '+0.05', '+0.07', '+0.00', '+0.00', 0]
['+0.04', '+0.76', '+0.19', '-0.85', '+0.05', '+0.08', '+0.00', '+0.00', 2]
['+0.04', '+0.74', '+0.18', '-0.82', '+0.06', '+0.07', '+0.00', '+0.00', 2]
['+0.04', '+0.73', '+0.18', '-0.84', '+0.06', '+0.07', '+0.00', '+0.00', 0]
['+0.04', '+0.72', '+0.18', '-0.81', '+0.07', '+0.08', '+0.00', '+0.00', 2]
['+0.04', '+0.71', '+0.19', '-0.79', '+0.07', '+0.10', '+0.00', '+0.00', 2]
['+0.05', '+0.70', '+0.17', '-0.78', '+0.07', '+0.08', '+0.00', '+0.00', 2]
['+0.05', '+0.68', '+0.17', '-0.78', '+0.08', '+0.08', '+0.00', '+0.00', 2]
['+0.05', '+0.67', '+0.17', '-0.73', '+0.08', '+0.09', '+0.00', '+0.00', 2]
['+0.05', '+0.66', '+0.17', '-0.76', '+0.09', '+0.09', '+0.00', '+0.00', 0]
['+0.05', '+0.65', '+0.15', '-0.76', '+0.09', '+0.07', '+0.00', '+0.00', 2]
['+0.05', '+0.64', '+0.16', '-0.76', '+0.10', '+0.09', '+0.00', '+0.00', 2]
