['-0.20', '+0.00', '+0.04', '-0.01', 1]
['-0.15', '-0.04', '+0.01', '-0.09', 1]
['-0.15', '-0.24', '+0.01', '+0.21', 0]
['-0.15', '-0.04', '+0.01', '-0.08', 1]
['-0.16', '-0.24', '+0.01', '+0.21', 0]
['-0.16', '-0.04', '+0.01', '-0.08', 1]
['-0.16', '-0.24', '+0.01', '+0.22', 0]
['-0.17', '-0.04', '+0.02', '-0.07', 1]
['-0.17', '-0.24', '+0.01', '+0.23', 0]
['-0.17', '-0.04', '+0.02', '-0.06', 1]
['-0.17', '-0.24', '+0.02', '+0.24', 0]
['-0.18', '-0.05', '+0.02', '-0.05', 1]
['-0.18', '-0.24', '+0.02', '+0.25', 0]
['-0.18', '-0.05', '+0.03', '-0.03', 1]
['-0.18', '-0.24', '+0.03', '+0.27', 0]
['-0.19', '-0.05', '+0.03', '-0.02', 1]
['-0.19', '-0.24', '+0.03', '+0.29', 0]
['-0.19', '-0.05', '+0.04', '+0.00', 1]
['-0.20', '+0.15', '+0.04', '-0.28', 1]
['-0.19', '-0.05', '+0.03', '+0.03', 0]
['-0.19', '+0.15', '+0.03', '-0.25', 1]
['-0.19', '-0.05', '+0.03', '+0.05', 0]
['-0.19', '+0.15', '+0.03', '-0.24', 1]
['-0.19', '-0.05', '+0.02', '+0.07', 0]
['-0.19', '+0.14', '+0.03', '-0.22', 1]
['-0.19', '-0.05', '+0.02', '+0.08', 0]
['-0.19', '+0.14', '+0.02', '-0.20', 1]
['-0.18', '-0.05', '+0.02', '+0.10', 0]
['-0.19', '+0.14', '+0.02', '-0.19', 1]
['-0.18', '-0.05', '+0.02', '+0.11', 0]
['-0.18', '+0.14', '+0.02', '-0.18', 1]
['-0.18', '-0.05', '+0.01', '+0.12', 0]
['-0.18', '+0.14', '+0.02', '-0.17', 1]
['-0.18', '-0.05', '+0.01', '+0.13', 0]
['-0.18', '+0.14', '+0.02', '-0.16', 1]
['-0.18', '-0.05', '+0.01', '+0.14', 0]
['-0.18', '+0.14', '+0.02', '-0.15', 1]
['-0.18', '-0.05', '+0.01', '+0.15', 0]
['-0.18', '+0.14', '+0.02', '-0.14', 1]
['-0.17', '-0.05', '+0.01', '+0.16', 0]
['-0.18', '+0.14', '+0.02', '-0.13', 1]
['-0.17', '-0.05', '+0.01', '+0.17', 0]
['-0.17', '+0.14', '+0.02', '-0.12', 1]
['-0.17', '-0.06', '+0.01', '+0.18', 0]
['-0.17', '+0.14', '+0.02', '-0.11', 1]
['-0.17', '-0.06', '+0.02', '+0.19', 0]
['-0.17', '+0.14', '+0.02', '-0.10', 1]
['-0.17', '-0.06', '+0.02', '+0.20', 0]
['-0.17', '+0.14', '+0.02', '-0.09', 1]
['-0.17', '-0.06', '+0.02', '+0.21', 0]
['-0.17', '+0.14', '+0.02', '-0.08', 1]
['-0.16', '+0.33', '+0.02', '-0.36', 1]
['-0.16', '+0.14', '+0.01', '-0.06', 0]
['-0.15', '+0.33', '+0.01', '-0.35', 1]
['-0.15', '+0.14', '+0.01', '-0.05', 0]
['-0.15', '+0.33', '+0.01', '-0.34', 1]
['-0.14', '+0.14', '-0.00', '-0.05', 0]
['-0.14', '+0.33', '-0.00', '-0.34', 1]
['-0.13', '+0.14', '-0.01', '-0.05', 0]
['-0.13', '+0.33', '-0.01', '-0.35', 1]
['-0.12', '+0.14', '-0.02', '-0.06', 0]
['-0.12', '+0.33', '-0.02', '-0.36', 1]
['-0.11', '+0.14', '-0.03', '-0.07', 0]
['-0.11', '-0.06', '-0.03', '+0.22', 0]
['-0.11', '+0.14', '-0.02', '-0.08', 1]
['-0.11', '-0.06', '-0.02', '+0.20', 0]
['-0.11', '+0.14', '-0.02', '-0.10', 1]
['-0.10', '-0.06', '-0.02', '+0.19', 0]
['-0.11', '+0.14', '-0.02', '-0.11', 1]
['-0.10', '-0.06', '-0.02', '+0.17', 0]
['-0.10', '+0.14', '-0.02', '-0.12', 1]
['-0.10', '-0.05', '-0.02', '+0.16', 0]
['-0.10', '+0.14', '-0.02', '-0.14', 1]
['-0.10', '-0.05', '-0.02', '+0.15', 0]
['-0.10', '+0.14', '-0.02', '-0.15', 1]
['-0.10', '-0.05', '-0.02', '+0.14', 0]
['-0.10', '+0.14', '-0.02', '-0.16', 1]
['-0.10', '-0.05', '-0.02', '+0.13', 0]
['-0.10', '+0.14', '-0.02', '-0.17', 1]
['-0.09', '-0.05', '-0.02', '+0.12', 0]
['-0.09', '+0.14', '-0.02', '-0.18', 1]
['-0.09', '-0.05', '-0.02', '+0.11', 0]
['-0.09', '+0.14', '-0.02', '-0.19', 1]
['-0.09', '-0.05', '-0.02', '+0.09', 0]
['-0.09', '+0.14', '-0.02', '-0.21', 1]
['-0.09', '-0.05', '-0.03', '+0.08', 0]
['-0.01', '-0.24', '-0.03', '+0.26', 0]
['-0.02', '-0.04', '-0.03', '-0.04', 1]
['-0.02', '-0.24', '-0.03', '+0.24', 0]
['-0.02', '-0.04', '-0.02', '-0.06', 1]
['-0.02', '-0.23', '-0.02', '+0.23', 0]
['-0.03', '-0.04', '-0.02', '-0.08', 1]
['-0.03', '-0.23', '-0.02', '+0.21', 0]
['-0.03', '-0.04', '-0.02', '-0.09', 1]
['-0.03', '-0.23', '-0.02', '+0.20', 0]
['-0.04', '-0.04', '-0.02', '-0.10', 1]
['-0.04', '-0.23', '-0.02', '+0.19', 0]
['-0.04', '-0.04', '-0.01', '-0.11', 1]
['-0.04', '-0.23', '-0.02', '+0.18', 0]
['-0.05', '-0.04', '-0.01', '-0.12', 1]
['-0.05', '-0.23', '-0.01', '+0.17', 0]
['-0.05', '-0.04', '-0.01', '-0.13', 1]
['-0.05', '-0.23', '-0.01', '+0.16', 0]
['-0.06', '-0.04', '-0.01', '-0.13', 1]
['-0.06', '-0.23', '-0.01', '+0.15', 0]
['-0.06', '-0.04', '-0.01', '-0.14', 1]
['-0.06', '-0.23', '-0.01', '+0.15', 0]
['-0.07', '-0.04', '-0.01', '-0.15', 1]
['-0.07', '-0.23', '-0.01', '+0.14', 0]
['-0.07', '-0.04', '-0.01', '-0.16', 1]
['-0.08', '-0.23', '-0.01', '+0.13', 0]
['-0.08', '-0.03', '-0.01', '-0.16', 1]
['-0.08', '-0.23', '-0.01', '+0.13', 0]
['-0.09', '-0.03', '-0.01', '-0.17', 1]
['-0.09', '-0.23', '-0.01', '+0.12', 0]
['-0.09', '-0.03', '-0.01', '-0.18', 1]
['-0.09', '-0.23', '-0.02', '+0.11', 0]
['-0.10', '-0.03', '-0.01', '-0.19', 1]
['-0.10', '-0.23', '-0.02', '+0.10', 0]
['-0.10', '-0.03', '-0.02', '-0.20', 1]
['-0.10', '-0.23', '-0.02', '+0.09', 0]
['-0.11', '-0.03', '-0.02', '-0.21', 1]
['-0.11', '-0.23', '-0.02', '+0.08', 0]
['-0.11', '-0.03', '-0.02', '-0.22', 1]
['-0.11', '-0.23', '-0.02', '+0.06', 0]
['-0.12', '-0.03', '-0.02', '-0.24', 1]
['-0.12', '-0.23', '-0.03', '+0.05', 0]
['-0.12', '-0.03', '-0.03', '-0.25', 1]
['-0.12', '-0.23', '-0.03', '+0.03', 0]
['-0.13', '-0.42', '-0.03', '+0.31', 0]
['-0.14', '-0.22', '-0.03', '+0.01', 1]
['-0.14', '-0.42', '-0.02', '+0.30', 0]
['-0.15', '-0.22', '-0.02', '-0.00', 1]
['-0.15', '-0.42', '-0.02', '+0.28', 0]
['-0.16', '-0.22', '-0.01', '-0.02', 1]
['-0.17', '-0.42', '-0.01', '+0.27', 0]
['-0.17', '-0.22', '-0.01', '-0.02', 1]
['-0.18', '-0.42', '-0.01', '+0.27', 0]
['-0.19', '-0.22', '-0.00', '-0.03', 1]
['-0.19', '-0.42', '-0.00', '+0.26', 0]
['-0.20', '-0.22', '+0.00', '-0.03', 1]
['-0.20', '-0.42', '+0.00', '+0.26', 0]
['-0.21', '-0.22', '+0.01', '-0.03', 1]
['-0.22', '-0.42', '+0.01', '+0.26', 0]
['-0.23', '-0.22', '+0.01', '-0.03', 1]
['-0.23', '-0.42', '+0.01', '+0.27', 0]
['-0.24', '-0.22', '+0.02', '-0.02', 1]
['-0.24', '-0.42', '+0.01', '+0.28', 0]
['-0.25', '-0.22', '+0.02', '-0.01', 1]
['-0.26', '-0.42', '+0.02', '+0.29', 0]
['-0.26', '-0.22', '+0.03', '+0.00', 1]
['-0.27', '-0.42', '+0.03', '+0.30', 0]
['-0.28', '-0.22', '+0.03', '+0.02', 1]
['-0.28', '-0.03', '+0.03', '-0.26', 1]
['-0.28', '-0.23', '+0.03', '+0.04', 0]
['-0.29', '-0.03', '+0.03', '-0.25', 1]
['-0.29', '-0.23', '+0.02', '+0.06', 0]
['-0.29', '-0.03', '+0.02', '-0.23', 1]
['-0.29', '-0.23', '+0.02', '+0.07', 0]
['-0.30', '-0.03', '+0.02', '-0.22', 1]
['-0.30', '-0.23', '+0.02', '+0.08', 0]
['-0.30', '-0.03', '+0.02', '-0.20', 1]
['-0.30', '-0.23', '+0.01', '+0.09', 0]
['-0.31', '-0.03', '+0.02', '-0.19', 1]
['-0.31', '-0.23', '+0.01', '+0.10', 0]
['-0.31', '-0.03', '+0.01', '-0.19', 1]
['-0.31', '-0.23', '+0.01', '+0.11', 0]
['-0.32', '-0.03', '+0.01', '-0.18', 1]
['-0.32', '-0.23', '+0.01', '+0.12', 0]
['-0.32', '-0.03', '+0.01', '-0.17', 1]
['-0.32', '-0.23', '+0.01', '+0.13', 0]
['-0.33', '-0.03', '+0.01', '-0.16', 1]
['-0.33', '-0.23', '+0.01', '+0.13', 0]
['-0.33', '-0.04', '+0.01', '-0.16', 1]
['-0.33', '-0.23', '+0.01', '+0.14', 0]
['-0.34', '-0.04', '+0.01', '-0.15', 1]
['-0.34', '-0.23', '+0.01', '+0.14', 0]
['-0.34', '-0.04', '+0.01', '-0.15', 1]
['-0.34', '-0.23', '+0.01', '+0.15', 0]
['-0.35', '-0.04', '+0.01', '-0.14', 1]
['-0.35', '-0.23', '+0.01', '+0.15', 0]
['-0.35', '-0.04', '+0.01', '-0.14', 1]
['-0.36', '-0.23', '+0.01', '+0.16', 0]
['-0.36', '-0.04', '+0.01', '-0.13', 1]
['-0.36', '-0.23', '+0.01', '+0.16', 0]
['-0.37', '-0.04', '+0.01', '-0.13', 1]
['-0.37', '-0.23', '+0.01', '+0.17', 0]
['-0.37', '-0.04', '+0.01', '-0.12', 1]
['-0.37', '-0.23', '+0.01', '+0.17', 0]
['-0.38', '-0.04', '+0.01', '-0.12', 1]
['-0.38', '-0.23', '+0.01', '+0.18', 0]
['-0.38', '-0.04', '+0.01', '-0.11', 1]
['-0.38', '-0.23', '+0.01', '+0.19', 0]
['-0.39', '-0.04', '+0.01', '-0.10', 1]
['-0.39', '-0.23', '+0.01', '+0.20', 0]
['-0.39', '-0.04', '+0.02', '-0.09', 1]
['-0.39', '-0.23', '+0.01', '+0.20', 0]
['-0.40', '-0.04', '+0.02', '-0.08', 1]
['-0.40', '-0.23', '+0.02', '+0.21', 0]
['-0.40', '-0.04', '+0.02', '-0.07', 1]
['-0.40', '-0.23', '+0.02', '+0.23', 0]
['-0.41', '-0.04', '+0.02', '-0.06', 1]
['-0.41', '-0.24', '+0.02', '+0.24', 0]
['-0.41', '-0.04', '+0.03', '-0.04', 1]
['-0.41', '-0.24', '+0.03', '+0.26', 0]
['-0.42', '-0.04', '+0.03', '-0.03', 1]
['-0.42', '+0.15', '+0.03', '-0.31', 1]
['-0.42', '-0.04', '+0.03', '-0.01', 0]
['-0.42', '+0.15', '+0.03', '-0.29', 1]
['-0.42', '-0.04', '+0.02', '+0.01', 0]
['-0.42', '+0.15', '+0.02', '-0.28', 1]
['-0.41', '-0.04', '+0.01', '+0.02', 0]
['-0.41', '+0.15', '+0.02', '-0.27', 1]
['-0.41', '-0.04', '+0.01', '+0.03', 0]
['-0.41', '+0.15', '+0.01', '-0.26', 1]
['-0.41', '-0.04', '+0.01', '+0.04', 0]
['-0.41', '+0.15', '+0.01', '-0.25', 1]
['-0.41', '-0.04', '+0.00', '+0.04', 0]
['-0.41', '+0.15', '+0.00', '-0.25', 1]
['-0.40', '-0.04', '-0.00', '+0.04', 0]
['-0.41', '+0.15', '-0.00', '-0.25', 1]
['-0.40', '-0.04', '-0.01', '+0.04', 0]
['-0.40', '+0.15', '-0.01', '-0.25', 1]
['-0.40', '-0.04', '-0.01', '+0.04', 0]
['-0.40', '+0.15', '-0.01', '-0.26', 1]
['-0.40', '-0.04', '-0.02', '+0.03', 0]
['-0.40', '+0.15', '-0.02', '-0.27', 1]
['-0.40', '-0.04', '-0.02', '+0.02', 0]
['-0.40', '+0.15', '-0.02', '-0.28', 1]
['-0.39', '-0.04', '-0.03', '+0.01', 0]
['-0.39', '+0.15', '-0.03', '-0.29', 1]
['-0.39', '-0.04', '-0.03', '-0.01', 0]
['-0.39', '-0.24', '-0.03', '+0.27', 0]
['-0.40', '-0.04', '-0.03', '-0.03', 1]
['-0.40', '-0.24', '-0.03', '+0.25', 0]
['-0.40', '-0.04', '-0.02', '-0.05', 1]
['-0.40', '-0.24', '-0.02', '+0.24', 0]
['-0.41', '-0.04', '-0.02', '-0.06', 1]
['-0.41', '-0.23', '-0.02', '+0.23', 0]
['-0.41', '-0.04', '-0.01', '-0.07', 1]
['-0.41', '-0.23', '-0.02', '+0.22', 0]
['-0.42', '-0.04', '-0.01', '-0.08', 1]
['-0.42', '-0.23', '-0.01', '+0.21', 0]
['-0.42', '-0.04', '-0.01', '-0.09', 1]
['-0.43', '-0.23', '-0.01', '+0.20', 0]
['-0.43', '-0.04', '-0.01', '-0.10', 1]
['-0.43', '-0.23', '-0.01', '+0.19', 0]
['-0.44', '-0.04', '-0.01', '-0.10', 1]
['-0.44', '-0.23', '-0.01', '+0.19', 0]
['-0.44', '-0.04', '-0.00', '-0.11', 1]
['-0.44', '-0.23', '-0.01', '+0.19', 0]
['-0.45', '-0.04', '-0.00', '-0.11', 1]
['-0.45', '-0.23', '-0.00', '+0.18', 0]
['-0.45', '-0.04', '-0.00', '-0.11', 1]
['-0.45', '-0.23', '-0.00', '+0.18', 0]
['-0.46', '-0.04', '+0.00', '-0.11', 1]
['-0.46', '-0.23', '-0.00', '+0.18', 0]
['-0.46', '-0.04', '+0.00', '-0.11', 1]
['-0.46', '-0.23', '-0.00', '+0.18', 0]
['-0.47', '-0.04', '+0.00', '-0.11', 1]
['-0.47', '-0.23', '+0.00', '+0.18', 0]
['-0.47', '-0.04', '+0.00', '-0.11', 1]
['-0.47', '-0.23', '+0.00', '+0.18', 0]
['-0.48', '-0.04', '+0.01', '-0.11', 1]
['-0.48', '-0.23', '+0.00', '+0.19', 0]
['-0.48', '-0.04', '+0.01', '-0.10', 1]
['-0.48', '-0.23', '+0.01', '+0.19', 0]
['-0.49', '-0.04', '+0.01', '-0.10', 1]
['-0.49', '-0.23', '+0.01', '+0.20', 0]
['-0.49', '-0.04', '+0.01', '-0.10', 1]
['-0.50', '-0.23', '+0.01', '+0.20', 0]
['-0.50', '-0.04', '+0.01', '-0.09', 1]
['-0.50', '-0.23', '+0.01', '+0.21', 0]
['-0.51', '-0.04', '+0.02', '-0.08', 1]
['-0.51', '-0.23', '+0.01', '+0.22', 0]
['-0.51', '-0.04', '+0.02', '-0.07', 1]
['-0.51', '-0.23', '+0.02', '+0.23', 0]
['-0.52', '-0.04', '+0.02', '-0.06', 1]
['-0.52', '-0.24', '+0.02', '+0.24', 0]
['-0.52', '-0.04', '+0.03', '-0.05', 1]
['-0.52', '-0.24', '+0.02', '+0.25', 0]
['-0.53', '-0.04', '+0.03', '-0.03', 1]
['-0.53', '-0.24', '+0.03', '+0.27', 0]
['-0.53', '-0.04', '+0.03', '-0.01', 1]
['-0.53', '+0.15', '+0.03', '-0.29', 1]
['-0.53', '-0.04', '+0.03', '+0.01', 0]
['-0.03', '+0.24', '-0.01', '-0.26', 1]
['-0.03', '+0.05', '-0.01', '+0.03', 0]
['-0.03', '+0.24', '-0.01', '-0.27', 1]
['-0.02', '+0.05', '-0.02', '+0.02', 0]
['-0.02', '+0.24', '-0.02', '-0.28', 1]
['-0.02', '+0.05', '-0.02', '+0.01', 0]
['-0.01', '+0.24', '-0.02', '-0.29', 1]
['-0.01', '+0.05', '-0.03', '-0.01', 0]
['-0.01', '+0.24', '-0.03', '-0.31', 1]
['-0.00', '+0.05', '-0.04', '-0.03', 0]
['-0.00', '-0.15', '-0.04', '+0.26', 0]
['-0.01', '+0.05', '-0.03', '-0.05', 1]
['-0.00', '-0.14', '-0.03', '+0.23', 0]
['-0.01', '+0.05', '-0.03', '-0.07', 1]
['-0.01', '-0.14', '-0.03', '+0.21', 0]
['-0.01', '+0.05', '-0.03', '-0.09', 1]
['-0.01', '-0.14', '-0.03', '+0.20', 0]
['-0.01', '+0.05', '-0.02', '-0.10', 1]
['-0.01', '-0.14', '-0.03', '+0.18', 0]
['-0.01', '+0.05', '-0.02', '-0.12', 1]
['-0.01', '-0.14', '-0.02', '+0.17', 0]
['-0.01', '+0.05', '-0.02', '-0.13', 1]
['-0.01', '-0.14', '-0.02', '+0.15', 0]
['-0.02', '+0.05', '-0.02', '-0.15', 1]
['-0.02', '-0.14', '-0.02', '+0.14', 0]
['-0.02', '+0.06', '-0.02', '-0.16', 1]
['-0.02', '-0.14', '-0.02', '+0.13', 0]
['-0.02', '+0.06', '-0.02', '-0.17', 1]
['-0.02', '-0.14', '-0.02', '+0.11', 0]
['-0.02', '+0.06', '-0.02', '-0.19', 1]
['-0.02', '-0.14', '-0.03', '+0.10', 0]
['-0.02', '+0.06', '-0.02', '-0.20', 1]
['-0.02', '-0.14', '-0.03', '+0.08', 0]
['-0.02', '+0.06', '-0.03', '-0.22', 1]
['-0.02', '-0.14', '-0.03', '+0.06', 0]
['-0.03', '+0.06', '-0.03', '-0.24', 1]
['-0.03', '-0.14', '-0.03', '+0.04', 0]
['-0.03', '+0.06', '-0.03', '-0.26', 1]
['-0.03', '-0.14', '-0.04', '+0.02', 0]
['-0.03', '-0.33', '-0.04', '+0.30', 0]
['-0.04', '-0.13', '-0.03', '-0.00', 1]
['-0.04', '-0.33', '-0.03', '+0.28', 0]
['-0.05', '-0.13', '-0.03', '-0.02', 1]
['-0.05', '-0.33', '-0.03', '+0.26', 0]
['-0.05', '-0.13', '-0.02', '-0.04', 1]
['-0.06', '-0.33', '-0.02', '+0.25', 0]
['-0.06', '-0.13', '-0.02', '-0.05', 1]
['-0.07', '-0.33', '-0.02', '+0.23', 0]
['-0.07', '-0.13', '-0.01', '-0.07', 1]
['-0.08', '-0.33', '-0.02', '+0.22', 0]
['-0.08', '-0.13', '-0.01', '-0.08', 1]
['-0.08', '-0.33', '-0.01', '+0.21', 0]
['-0.09', '-0.13', '-0.01', '-0.08', 1]
['-0.09', '-0.33', '-0.01', '+0.21', 0]
['-0.10', '-0.13', '-0.01', '-0.09', 1]
['-0.10', '-0.33', '-0.01', '+0.20', 0]
['-0.11', '-0.13', '-0.00', '-0.09', 1]
['-0.11', '-0.32', '-0.01', '+0.20', 0]
['-0.12', '-0.13', '-0.00', '-0.10', 1]
['-0.12', '-0.32', '-0.00', '+0.19', 0]
['-0.13', '-0.13', '-0.00', '-0.10', 1]
['-0.13', '-0.32', '-0.00', '+0.19', 0]
['-0.14', '-0.13', '+0.00', '-0.10', 1]
['-0.14', '-0.32', '-0.00', '+0.19', 0]
['-0.15', '-0.13', '+0.00', '-0.10', 1]
['-0.15', '-0.32', '+0.00', '+0.19', 0]
['-0.15', '-0.13', '+0.01', '-0.10', 1]
['-0.16', '-0.32', '+0.00', '+0.20', 0]
['-0.16', '-0.13', '+0.01', '-0.09', 1]
['-0.17', '-0.33', '+0.01', '+0.20', 0]
['-0.17', '-0.13', '+0.01', '-0.09', 1]
['-0.18', '-0.33', '+0.01', '+0.21', 0]
['-0.18', '-0.13', '+0.01', '-0.09', 1]
['-0.18', '-0.33', '+0.01', '+0.21', 0]
['-0.19', '-0.13', '+0.01', '-0.08', 1]
['-0.19', '-0.33', '+0.01', '+0.22', 0]
['-0.20', '-0.13', '+0.02', '-0.07', 1]
['-0.20', '-0.33', '+0.02', '+0.23', 0]
['-0.21', '-0.13', '+0.02', '-0.06', 1]
['-0.21', '-0.33', '+0.02', '+0.24', 0]
['-0.22', '-0.13', '+0.02', '-0.05', 1]
['-0.22', '-0.33', '+0.02', '+0.25', 0]
['-0.23', '-0.13', '+0.03', '-0.03', 1]
['-0.23', '-0.33', '+0.03', '+0.27', 0]
['-0.24', '-0.13', '+0.03', '-0.01', 1]
['-0.24', '-0.33', '+0.03', '+0.29', 0]
['-0.25', '-0.13', '+0.04', '+0.01', 1]
['-0.25', '-0.33', '+0.04', '+0.31', 0]
['-0.26', '-0.14', '+0.04', '+0.03', 1]
['-0.26', '+0.06', '+0.05', '-0.25', 1]
['-0.26', '-0.14', '+0.04', '+0.06', 0]
['-0.26', '+0.06', '+0.04', '-0.22', 1]
['-0.26', '-0.14', '+0.04', '+0.09', 0]
['-0.26', '+0.06', '+0.04', '-0.20', 1]
['-0.26', '-0.14', '+0.04', '+0.11', 0]
['-0.26', '+0.06', '+0.04', '-0.17', 1]
['-0.26', '-0.14', '+0.03', '+0.13', 0]
['-0.26', '+0.05', '+0.04', '-0.15', 1]
