['+0.02', '+0.94', '+0.76', '-0.08', '-0.02', '-0.14', '+0.00', '+0.00', 1]
['+0.24', '+0.69', '+0.66', '-0.70', '+0.21', '+0.13', '+0.00', '+0.00', 0]
['+0.25', '+0.68', '+0.64', '-0.66', '+0.22', '+0.13', '+0.00', '+0.00', 2]
['+0.26', '+0.67', '+0.63', '-0.65', '+0.22', '+0.13', '+0.00', '+0.00', 2]
['+0.26', '+0.67', '+0.62', '-0.62', '+0.23', '+0.14', '+0.00', '+0.00', 2]
['+0.27', '+0.66', '+0.63', '-0.64', '+0.24', '+0.10', '+0.00', '+0.00', 3]
['+0.28', '+0.65', '+0.61', '-0.61', '+0.24', '+0.10', '+0.00', '+0.00', 2]
['+0.28', '+0.64', '+0.59', '-0.58', '+0.24', '+0.10', '+0.00', '+0.00', 2]
['+0.29', '+0.63', '+0.59', '-0.61', '+0.25', '+0.10', '+0.00', '+0.00', 0]
['+0.29', '+0.62', '+0.56', '-0.59', '+0.25', '+0.09', '+0.00', '+0.00', 2]
['+0.30', '+0.61', '+0.54', '-0.55', '+0.26', '+0.09', '+0.00', '+0.00', 2]
['+0.30', '+0.60', '+0.54', '-0.55', '+0.26', '+0.10', '+0.00', '+0.00', 2]
['+0.31', '+0.59', '+0.52', '-0.55', '+0.27', '+0.09', '+0.00', '+0.00', 2]
['+0.31', '+0.59', '+0.50', '-0.54', '+0.27', '+0.09', '+0.00', '+0.00', 2]
['+0.32', '+0.58', '+0.49', '-0.54', '+0.28', '+0.09', '+0.00', '+0.00', 2]
['+0.32', '+0.57', '+0.48', '-0.55', '+0.28', '+0.09', '+0.00', '+0.00', 2]
['+0.33', '+0.56', '+0.47', '-0.52', '+0.29', '+0.10', '+0.00', '+0.00', 2]
['+0.33', '+0.56', '+0.46', '-0.49', '+0.29', '+0.11', '+0.00', '+0.00', 2]
['+0.34', '+0.55', '+0.44', '-0.48', '+0.30', '+0.11', '+0.00', '+0.00', 2]
['+0.34', '+0.54', '+0.42', '-0.45', '+0.30', '+0.12', '+0.00', '+0.00', 2]
['+0.35', '+0.53', '+0.43', '-0.47', '+0.31', '+0.08', '+0.00', '+0.00', 3]
['+0.35', '+0.53', '+0.40', '-0.44', '+0.31', '+0.07', '+0.00', '+0.00', 2]
['+0.35', '+0.52', '+0.38', '-0.43', '+0.32', '+0.07', '+0.00', '+0.00', 2]
['+0.36', '+0.51', '+0.38', '-0.45', '+0.32', '+0.07', '+0.00', '+0.00', 0]
['+0.36', '+0.51', '+0.37', '-0.46', '+0.32', '+0.07', '+0.00', '+0.00', 2]
['+0.37', '+0.50', '+0.34', '-0.42', '+0.33', '+0.08', '+0.00', '+0.00', 2]
['+0.37', '+0.50', '+0.32', '-0.40', '+0.33', '+0.07', '+0.00', '+0.00', 2]
['+0.37', '+0.49', '+0.30', '-0.38', '+0.33', '+0.08', '+0.00', '+0.00', 2]
['+0.38', '+0.48', '+0.30', '-0.41', '+0.34', '+0.08', '+0.00', '+0.00', 0]
['+0.38', '+0.48', '+0.30', '-0.41', '+0.34', '+0.09', '+0.00', '+0.00', 2]
['+0.38', '+0.47', '+0.27', '-0.37', '+0.35', '+0.10', '+0.00', '+0.00', 2]
['+0.38', '+0.47', '+0.28', '-0.40', '+0.35', '+0.07', '+0.00', '+0.00', 3]
['+0.39', '+0.46', '+0.27', '-0.39', '+0.35', '+0.07', '+0.00', '+0.00', 2]
['+0.39', '+0.45', '+0.26', '-0.39', '+0.36', '+0.08', '+0.00', '+0.00', 2]
['+0.39', '+0.45', '+0.24', '-0.36', '+0.36', '+0.09', '+0.00', '+0.00', 2]
['+0.39', '+0.44', '+0.25', '-0.38', '+0.37', '+0.05', '+0.00', '+0.00', 3]
['+0.40', '+0.44', '+0.23', '-0.37', '+0.37', '+0.06', '+0.00', '+0.00', 2]
['+0.40', '+0.43', '+0.21', '-0.36', '+0.37', '+0.06', '+0.00', '+0.00', 2]
['+0.40', '+0.43', '+0.18', '-0.35', '+0.37', '+0.05', '+0.00', '+0.00', 2]
['+0.40', '+0.42', '+0.15', '-0.33', '+0.38', '+0.05', '+0.00', '+0.00', 2]
['+0.40', '+0.42', '+0.13', '-0.30', '+0.38', '+0.06', '+0.00', '+0.00', 2]
['+0.40', '+0.41', '+0.14', '-0.32', '+0.38', '+0.01', '+0.00', '+0.00', 3]
['+0.41', '+0.41', '+0.13', '-0.32', '+0.38', '+0.02', '+0.00', '+0.00', 2]
['+0.41', '+0.40', '+0.11', '-0.32', '+0.38', '+0.02', '+0.00', '+0.00', 2]
['+0.41', '+0.40', '+0.08', '-0.30', '+0.38', '+0.02', '+0.00', '+0.00', 2]
['+0.41', '+0.39', '+0.09', '-0.32', '+0.38', '-0.02', '+0.00', '+0.00', 3]
['+0.41', '+0.39', '+0.06', '-0.31', '+0.38', '-0.02', '+0.00', '+0.00', 2]
['+0.41', '+0.38', '+0.05', '-0.30', '+0.38', '-0.01', '+0.00', '+0.00', 2]
['+0.41', '+0.38', '+0.04', '-0.30', '+0.38', '-0.01', '+0.00', '+0.00', 2]
['+0.41', '+0.38', '+0.02', '-0.28', '+0.38', '-0.00', '+0.00', '+0.00', 2]
['+0.41', '+0.37', '+0.03', '-0.30', '+0.38', '-0.05', '+0.00', '+0.00', 3]
['+0.41', '+0.37', '-0.01', '-0.27', '+0.37', '-0.06', '+0.00', '+0.00', 2]
['+0.41', '+0.36', '-0.03', '-0.26', '+0.37', '-0.07', '+0.00', '+0.00', 2]
['+0.41', '+0.36', '-0.06', '-0.23', '+0.37', '-0.06', '+0.00', '+0.00', 2]
['+0.41', '+0.36', '-0.05', '-0.26', '+0.36', '-0.09', '+0.00', '+0.00', 3]
['+0.41', '+0.35', '-0.09', '-0.25', '+0.36', '-0.11', '+0.00', '+0.00', 2]
['+0.41', '+0.35', '-0.11', '-0.25', '+0.35', '-0.12', '+0.00', '+0.00', 2]
['+0.41', '+0.35', '-0.13', '-0.23', '+0.35', '-0.11', '+0.00', '+0.00', 2]
['+0.40', '+0.34', '-0.15', '-0.21', '+0.34', '-0.10', '+0.00', '+0.00', 2]
['+0.40', '+0.34', '-0.15', '-0.24', '+0.33', '-0.10', '+0.00', '+0.00', 0]
['+0.40', '+0.33', '-0.16', '-0.24', '+0.33', '-0.10', '+0.00', '+0.00', 2]
['+0.40', '+0.33', '-0.17', '-0.23', '+0.32', '-0.10', '+0.00', '+0.00', 2]
['+0.40', '+0.33', '-0.19', '-0.22', '+0.32', '-0.09', '+0.00', '+0.00', 2]
['+0.40', '+0.32', '-0.18', '-0.24', '+0.31', '-0.14', '+0.00', '+0.00', 3]
['+0.39', '+0.32', '-0.20', '-0.23', '+0.31', '-0.15', '+0.00', '+0.00', 2]
['+0.39', '+0.32', '-0.21', '-0.21', '+0.30', '-0.13', '+0.00', '+0.00', 2]
['+0.39', '+0.31', '-0.23', '-0.19', '+0.29', '-0.13', '+0.00', '+0.00', 2]
['+0.39', '+0.31', '-0.23', '-0.22', '+0.29', '-0.13', '+0.00', '+0.00', 0]
['+0.38', '+0.31', '-0.27', '-0.19', '+0.28', '-0.14', '+0.00', '+0.00', 2]
['+0.38', '+0.31', '-0.27', '-0.21', '+0.27', '-0.14', '+0.00', '+0.00', 0]
['+0.38', '+0.30', '-0.29', '-0.19', '+0.26', '-0.15', '+0.00', '+0.00', 2]
['+0.37', '+0.30', '-0.29', '-0.22', '+0.26', '-0.15', '+0.00', '+0.00', 0]
['+0.37', '+0.30', '-0.30', '-0.19', '+0.25', '-0.13', '+0.00', '+0.00', 2]
['+0.37', '+0.29', '-0.30', '-0.22', '+0.24', '-0.13', '+0.00', '+0.00', 0]
['+0.37', '+0.29', '-0.33', '-0.22', '+0.24', '-0.15', '+0.00', '+0.00', 2]
['+0.36', '+0.29', '-0.36', '-0.19', '+0.23', '-0.16', '+0.00', '+0.00', 2]
['+0.36', '+0.28', '-0.36', '-0.21', '+0.22', '-0.16', '+0.00', '+0.00', 0]
['+0.35', '+0.28', '-0.39', '-0.20', '+0.21', '-0.17', '+0.00', '+0.00', 2]
['+0.35', '+0.28', '-0.39', '-0.17', '+0.20', '-0.16', '+0.00', '+0.00', 2]
['+0.35', '+0.28', '-0.38', '-0.20', '+0.19', '-0.21', '+0.00', '+0.00', 3]
['+0.34', '+0.27', '-0.39', '-0.16', '+0.18', '-0.20', '+0.00', '+0.00', 2]
['+0.34', '+0.27', '-0.39', '-0.19', '+0.17', '-0.20', '+0.00', '+0.00', 0]
['+0.33', '+0.27', '-0.41', '-0.18', '+0.16', '-0.22', '+0.00', '+0.00', 2]
['+0.33', '+0.26', '-0.41', '-0.21', '+0.15', '-0.22', '+0.00', '+0.00', 0]
['+0.32', '+0.26', '-0.44', '-0.17', '+0.14', '-0.23', '+0.00', '+0.00', 2]
['+0.32', '+0.26', '-0.44', '-0.20', '+0.13', '-0.23', '+0.00', '+0.00', 0]
['+0.32', '+0.26', '-0.45', '-0.17', '+0.12', '-0.22', '+0.00', '+0.00', 2]
['+0.31', '+0.25', '-0.45', '-0.20', '+0.11', '-0.22', '+0.00', '+0.00', 0]
['+0.31', '+0.25', '-0.44', '-0.20', '+0.10', '-0.21', '+0.00', '+0.00', 2]
['+0.30', '+0.25', '-0.43', '-0.20', '+0.09', '-0.20', '+0.00', '+0.00', 2]
['+0.30', '+0.24', '-0.43', '-0.17', '+0.08', '-0.19', '+0.00', '+0.00', 2]
['+0.29', '+0.24', '-0.43', '-0.20', '+0.07', '-0.19', '+0.00', '+0.00', 0]
['+0.29', '+0.24', '-0.44', '-0.20', '+0.06', '-0.20', '+0.00', '+0.00', 2]
['+0.28', '+0.24', '-0.45', '-0.17', '+0.05', '-0.21', '+0.00', '+0.00', 2]
['+0.28', '+0.23', '-0.45', '-0.19', '+0.04', '-0.21', '+0.00', '+0.00', 0]
['+0.27', '+0.23', '-0.45', '-0.15', '+0.03', '-0.20', '+0.00', '+0.00', 2]
['+0.27', '+0.23', '-0.45', '-0.18', '+0.02', '-0.20', '+0.00', '+0.00', 0]
['+0.27', '+0.22', '-0.45', '-0.21', '+0.01', '-0.20', '+0.00', '+0.00', 0]
['+0.26', '+0.22', '-0.44', '-0.19', '-0.00', '-0.19', '+0.00', '+0.00', 2]
['+0.26', '+0.22', '-0.46', '-0.15', '-0.01', '-0.21', '+0.00', '+0.00', 2]
['+0.25', '+0.22', '-0.46', '-0.17', '-0.02', '-0.21', '+0.00', '+0.00', 0]
['+0.25', '+0.21', '-0.47', '-0.20', '-0.03', '-0.17', '+0.00', '+0.00', 1]
['+0.24', '+0.21', '-0.48', '-0.19', '-0.04', '-0.18', '+0.00', '+0.00', 2]
['+0.24', '+0.21', '-0.49', '-0.17', '-0.05', '-0.20', '+0.00', '+0.00', 2]
['+0.23', '+0.21', '-0.49', '-0.19', '-0.06', '-0.20', '+0.00', '+0.00', 0]
['+0.23', '+0.20', '-0.48', '-0.19', '-0.07', '-0.19', '+0.00', '+0.00', 2]
['+0.22', '+0.20', '-0.49', '-0.16', '-0.08', '-0.21', '+0.00', '+0.00', 2]
['+0.22', '+0.20', '-0.50', '-0.18', '-0.09', '-0.17', '+0.00', '+0.00', 1]
['+0.21', '+0.20', '-0.48', '-0.18', '-0.10', '-0.16', '+0.00', '+0.00', 2]
['+0.21', '+0.19', '-0.48', '-0.16', '-0.11', '-0.16', '+0.00', '+0.00', 2]
['+0.20', '+0.19', '-0.48', '-0.19', '-0.11', '-0.16', '+0.00', '+0.00', 0]
['+0.20', '+0.19', '-0.48', '-0.19', '-0.12', '-0.17', '+0.00', '+0.00', 2]
['+0.19', '+0.18', '-0.49', '-0.18', '-0.13', '-0.18', '+0.00', '+0.00', 2]
['+0.19', '+0.18', '-0.49', '-0.20', '-0.14', '-0.14', '+0.00', '+0.00', 1]
['+0.18', '+0.18', '-0.50', '-0.18', '-0.15', '-0.16', '+0.00', '+0.00', 2]
['+0.18', '+0.18', '-0.48', '-0.17', '-0.15', '-0.15', '+0.00', '+0.00', 2]
['+0.17', '+0.17', '-0.48', '-0.20', '-0.16', '-0.15', '+0.00', '+0.00', 0]
['+0.17', '+0.17', '-0.47', '-0.17', '-0.17', '-0.15', '+0.00', '+0.00', 2]
['+0.16', '+0.17', '-0.47', '-0.20', '-0.18', '-0.15', '+0.00', '+0.00', 0]
['+0.16', '+0.17', '-0.46', '-0.18', '-0.18', '-0.15', '+0.00', '+0.00', 2]
['+0.15', '+0.16', '-0.47', '-0.20', '-0.19', '-0.12', '+0.00', '+0.00', 1]
['+0.15', '+0.16', '-0.46', '-0.19', '-0.20', '-0.12', '+0.00', '+0.00', 2]
['+0.14', '+0.16', '-0.46', '-0.18', '-0.20', '-0.12', '+0.00', '+0.00', 2]
['+0.14', '+0.15', '-0.44', '-0.14', '-0.21', '-0.12', '+0.00', '+0.00', 2]
['+0.14', '+0.15', '-0.44', '-0.17', '-0.21', '-0.12', '+0.00', '+0.00', 0]
['+0.13', '+0.15', '-0.44', '-0.20', '-0.22', '-0.12', '+0.00', '+0.00', 0]
['+0.13', '+0.15', '-0.43', '-0.16', '-0.23', '-0.14', '+0.00', '+0.00', 2]
['+0.12', '+0.14', '-0.44', '-0.18', '-0.23', '-0.09', '+0.00', '+0.00', 1]
['+0.12', '+0.14', '-0.43', '-0.17', '-0.24', '-0.09', '+0.00', '+0.00', 2]
['+0.11', '+0.14', '-0.43', '-0.19', '-0.24', '-0.09', '+0.00', '+0.00', 0]
['+0.11', '+0.14', '-0.42', '-0.18', '-0.25', '-0.10', '+0.00', '+0.00', 2]
['+0.11', '+0.13', '-0.42', '-0.18', '-0.25', '-0.11', '+0.00', '+0.00', 2]
['+0.10', '+0.13', '-0.39', '-0.14', '-0.26', '-0.10', '+0.00', '+0.00', 2]
['+0.10', '+0.13', '-0.40', '-0.17', '-0.26', '-0.06', '+0.00', '+0.00', 1]
['+0.09', '+0.13', '-0.40', '-0.20', '-0.26', '-0.06', '+0.00', '+0.00', 0]
['+0.09', '+0.12', '-0.39', '-0.17', '-0.27', '-0.08', '+0.00', '+0.00', 2]
['+0.09', '+0.12', '-0.37', '-0.18', '-0.27', '-0.06', '+0.00', '+0.00', 2]
['+0.08', '+0.12', '-0.34', '-0.15', '-0.27', '-0.06', '+0.00', '+0.00', 2]
['+0.08', '+0.12', '-0.34', '-0.17', '-0.28', '-0.06', '+0.00', '+0.00', 0]
['+0.08', '+0.11', '-0.34', '-0.17', '-0.28', '-0.07', '+0.00', '+0.00', 2]
['+0.07', '+0.11', '-0.35', '-0.19', '-0.28', '-0.02', '+0.00', '+0.00', 1]
['+0.07', '+0.11', '-0.33', '-0.15', '-0.28', '-0.04', '+0.00', '+0.00', 2]
['+0.07', '+0.10', '-0.33', '-0.18', '-0.28', '-0.04', '+0.00', '+0.00', 0]
['+0.06', '+0.10', '-0.30', '-0.18', '-0.28', '-0.02', '+0.00', '+0.00', 2]
['+0.06', '+0.10', '-0.29', '-0.16', '-0.29', '-0.03', '+0.00', '+0.00', 2]
['+0.06', '+0.10', '-0.29', '-0.19', '-0.29', '-0.03', '+0.00', '+0.00', 0]
['+0.05', '+0.09', '-0.27', '-0.19', '-0.29', '-0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.09', '-0.23', '-0.15', '-0.29', '-0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.09', '-0.23', '-0.18', '-0.29', '-0.01', '+0.00', '+0.00', 0]
['+0.05', '+0.09', '-0.22', '-0.18', '-0.29', '-0.01', '+0.00', '+0.00', 2]
['+0.04', '+0.08', '-0.23', '-0.20', '-0.29', '+0.02', '+0.00', '+0.00', 1]
['+0.04', '+0.08', '-0.20', '-0.17', '-0.29', '+0.03', '+0.00', '+0.00', 2]
['+0.04', '+0.08', '-0.19', '-0.17', '-0.29', '+0.02', '+0.00', '+0.00', 2]
['+0.04', '+0.08', '-0.16', '-0.15', '-0.28', '+0.04', '+0.00', '+0.00', 2]
['+0.04', '+0.07', '-0.16', '-0.18', '-0.28', '+0.04', '+0.00', '+0.00', 0]
['+0.04', '+0.07', '-0.15', '-0.17', '-0.28', '+0.03', '+0.00', '+0.00', 2]
['+0.03', '+0.07', '-0.14', '-0.14', '-0.28', '+0.02', '+0.00', '+0.00', 2]
['+0.03', '+0.07', '-0.15', '-0.17', '-0.28', '+0.06', '+0.00', '+0.00', 1]
['+0.03', '+0.06', '-0.12', '-0.15', '-0.27', '+0.07', '+0.00', '+0.00', 2]
['+0.03', '+0.06', '-0.10', '-0.15', '-0.27', '+0.08', '+0.00', '+0.00', 2]
['+0.03', '+0.06', '-0.06', '-0.12', '-0.26', '+0.09', '+0.00', '+0.00', 2]
['+0.03', '+0.06', '-0.06', '-0.14', '-0.26', '+0.09', '+0.00', '+0.00', 0]
['+0.03', '+0.06', '-0.04', '-0.13', '-0.26', '+0.10', '+0.00', '+0.00', 2]
['+0.03', '+0.05', '-0.04', '-0.15', '-0.25', '+0.10', '+0.00', '+0.00', 0]
['+0.03', '+0.05', '-0.01', '-0.13', '-0.25', '+0.11', '+0.00', '+0.00', 2]
['+0.03', '+0.05', '-0.01', '-0.16', '-0.24', '+0.11', '+0.00', '+0.00', 0]
['+0.03', '+0.05', '+0.01', '-0.13', '-0.23', '+0.11', '+0.00', '+0.00', 2]
['+0.03', '+0.04', '+0.01', '-0.16', '-0.23', '+0.11', '+0.00', '+0.00', 0]
['+0.03', '+0.04', '+0.03', '-0.14', '-0.22', '+0.11', '+0.00', '+0.00', 2]
['+0.03', '+0.04', '+0.03', '-0.13', '-0.22', '+0.10', '+0.00', '+0.00', 2]
['+0.03', '+0.04', '+0.06', '-0.11', '-0.21', '+0.11', '+0.00', '+0.00', 2]
['+0.03', '+0.04', '+0.06', '-0.13', '-0.21', '+0.11', '+0.00', '+0.00', 0]
['+0.03', '+0.04', '+0.09', '-0.11', '-0.20', '+0.13', '+0.00', '+0.00', 2]
['+0.03', '+0.03', '+0.09', '-0.13', '-0.19', '+0.13', '+0.00', '+0.00', 0]
['+0.03', '+0.03', '+0.11', '-0.10', '-0.19', '+0.13', '+0.00', '+0.00', 2]
['+0.04', '+0.03', '+0.11', '-0.12', '-0.18', '+0.13', '+0.00', '+0.00', 0]
['+0.04', '+0.03', '+0.12', '-0.08', '-0.18', '+0.11', '+0.00', '+0.00', 2]
['+0.04', '+0.03', '+0.12', '-0.11', '-0.17', '+0.11', '+0.00', '+0.00', 0]
['+0.04', '+0.03', '+0.12', '-0.13', '-0.16', '+0.11', '+0.00', '+0.00', 0]
['+0.04', '+0.02', '+0.13', '-0.11', '-0.16', '+0.12', '+0.00', '+0.00', 2]
['+0.04', '+0.02', '+0.16', '-0.07', '-0.15', '+0.13', '+0.00', '+0.00', 2]
['+0.04', '+0.02', '+0.16', '-0.10', '-0.15', '+0.13', '+0.00', '+0.00', 0]
['+0.05', '+0.02', '+0.17', '-0.06', '-0.14', '+0.12', '+0.00', '+0.00', 2]
['+0.05', '+0.02', '+0.17', '-0.09', '-0.13', '+0.12', '+0.00', '+0.00', 0]
['+0.05', '+0.02', '+0.17', '-0.12', '-0.13', '+0.12', '+0.00', '+0.00', 0]
['+0.05', '+0.02', '+0.16', '-0.12', '-0.12', '+0.11', '+0.00', '+0.00', 2]
['+0.05', '+0.01', '+0.16', '-0.11', '-0.12', '+0.10', '+0.00', '+0.00', 2]
['+0.05', '+0.01', '+0.16', '-0.08', '-0.11', '+0.09', '+0.00', '+0.00', 2]
['+0.06', '+0.01', '+0.15', '-0.11', '-0.11', '+0.14', '+0.00', '+0.00', 1]
['+0.06', '+0.01', '+0.16', '-0.11', '-0.10', '+0.15', '+0.00', '+0.00', 2]
['+0.06', '+0.01', '+0.18', '-0.08', '-0.09', '+0.16', '+0.00', '+0.00', 2]
['+0.06', '+0.01', '+0.17', '-0.08', '-0.08', '+0.14', '+0.00', '+0.00', 2]
['+0.06', '+0.01', '+0.17', '-0.05', '-0.07', '+0.18', '+1.00', '+0.00', 2]
['+0.06', '+0.00', '+0.17', '-0.07', '-0.06', '+0.26', '+1.00', '+0.00', 0]
['+0.07', '+0.00', '+0.16', '-0.09', '-0.04', '+0.33', '+1.00', '+0.00', 0]
['+0.07', '+0.00', '+0.16', '-0.11', '-0.02', '+0.40', '+1.00', '+0.00', 0]
['+0.07', '+0.00', '+0.17', '-0.11', '-0.00', '+0.40', '+1.00', '+0.00', 2]
['+0.07', '-0.00', '+0.16', '-0.10', '+0.02', '+0.40', '+1.00', '+1.00', 2]
['+0.07', '-0.00', '+0.16', '-0.10', '+0.02', '+0.10', '+0.00', '+1.00', 0]
['+0.08', '-0.00', '+0.15', '-0.05', '+0.03', '+0.10', '+1.00', '+1.00', 2]
['+0.08', '-0.00', '+0.14', '-0.03', '+0.03', '+0.09', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.13', '-0.00', '+0.03', '+0.07', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.12', '+0.01', '+0.03', '-0.04', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.11', '+0.03', '+0.03', '-0.10', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.11', '+0.04', '+0.02', '-0.13', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.10', '+0.04', '+0.01', '-0.13', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.10', '+0.04', '+0.01', '-0.12', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.09', '+0.03', '+0.00', '-0.09', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.09', '+0.02', '-0.00', '-0.06', '+1.00', '+1.00', 0]
['+0.09', '-0.00', '+0.09', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.09', '-0.00', '+0.08', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.09', '-0.00', '+0.07', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.09', '-0.00', '+0.07', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.09', '-0.00', '+0.06', '+0.00', '-0.00', '+0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.06', '+0.00', '-0.00', '+0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.05', '-0.00', '-0.00', '-0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.05', '-0.00', '-0.00', '-0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.04', '-0.00', '-0.00', '+0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.03', '+0.00', '+0.00', '+0.02', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.03', '+0.00', '+0.00', '+0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.02', '-0.00', '+0.00', '-0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.02', '-0.00', '+0.00', '-0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.01', '+0.00', '+0.00', '+0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.01', '+0.00', '+0.00', '+0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+0.00', 0]
['+0.09', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+0.00', 0]
