['+0.01', '+0.95', '+0.51', '+0.45', '-0.01', '-0.07', '+0.00', '+0.00', 1]
['+0.14', '+0.99', '+0.46', '-0.27', '+0.17', '+0.15', '+0.00', '+0.00', 0]
['+0.14', '+0.98', '+0.46', '-0.30', '+0.18', '+0.15', '+0.00', '+0.00', 0]
['+0.15', '+0.98', '+0.46', '-0.32', '+0.18', '+0.15', '+0.00', '+0.00', 0]
['+0.15', '+0.97', '+0.46', '-0.35', '+0.19', '+0.15', '+0.00', '+0.00', 0]
['+0.16', '+0.97', '+0.46', '-0.38', '+0.20', '+0.15', '+0.00', '+0.00', 0]
['+0.16', '+0.96', '+0.46', '-0.40', '+0.21', '+0.15', '+0.00', '+0.00', 0]
['+0.16', '+0.95', '+0.47', '-0.43', '+0.21', '+0.11', '+0.00', '+0.00', 3]
['+0.17', '+0.95', '+0.47', '-0.46', '+0.22', '+0.11', '+0.00', '+0.00', 0]
['+0.17', '+0.94', '+0.47', '-0.48', '+0.22', '+0.11', '+0.00', '+0.00', 0]
['+0.18', '+0.93', '+0.47', '-0.51', '+0.23', '+0.11', '+0.00', '+0.00', 0]
['+0.18', '+0.92', '+0.47', '-0.54', '+0.23', '+0.11', '+0.00', '+0.00', 0]
['+0.19', '+0.92', '+0.47', '-0.56', '+0.24', '+0.11', '+0.00', '+0.00', 0]
['+0.19', '+0.91', '+0.47', '-0.59', '+0.24', '+0.11', '+0.00', '+0.00', 0]
['+0.20', '+0.90', '+0.47', '-0.62', '+0.25', '+0.11', '+0.00', '+0.00', 0]
['+0.20', '+0.89', '+0.47', '-0.64', '+0.25', '+0.11', '+0.00', '+0.00', 0]
['+0.21', '+0.88', '+0.47', '-0.67', '+0.26', '+0.11', '+0.00', '+0.00', 0]
['+0.21', '+0.87', '+0.47', '-0.70', '+0.27', '+0.11', '+0.00', '+0.00', 0]
['+0.22', '+0.86', '+0.47', '-0.72', '+0.27', '+0.11', '+0.00', '+0.00', 0]
['+0.22', '+0.85', '+0.47', '-0.75', '+0.28', '+0.11', '+0.00', '+0.00', 0]
['+0.23', '+0.83', '+0.47', '-0.78', '+0.28', '+0.11', '+0.00', '+0.00', 0]
['+0.23', '+0.82', '+0.47', '-0.80', '+0.29', '+0.11', '+0.00', '+0.00', 0]
['+0.24', '+0.81', '+0.45', '-0.77', '+0.29', '+0.11', '+0.00', '+0.00', 2]
['+0.24', '+0.80', '+0.45', '-0.80', '+0.30', '+0.07', '+0.00', '+0.00', 3]
['+0.24', '+0.79', '+0.44', '-0.78', '+0.30', '+0.08', '+0.00', '+0.00', 2]
['+0.25', '+0.78', '+0.40', '-0.75', '+0.30', '+0.06', '+0.00', '+0.00', 2]
['+0.25', '+0.76', '+0.37', '-0.74', '+0.31', '+0.05', '+0.00', '+0.00', 2]
['+0.26', '+0.75', '+0.35', '-0.73', '+0.31', '+0.05', '+0.00', '+0.00', 2]
['+0.26', '+0.74', '+0.32', '-0.69', '+0.31', '+0.05', '+0.00', '+0.00', 2]
['+0.26', '+0.73', '+0.32', '-0.72', '+0.31', '+0.05', '+0.00', '+0.00', 0]
['+0.27', '+0.72', '+0.28', '-0.69', '+0.31', '+0.03', '+0.00', '+0.00', 2]
['+0.27', '+0.71', '+0.27', '-0.66', '+0.32', '+0.05', '+0.00', '+0.00', 2]
['+0.27', '+0.70', '+0.27', '-0.69', '+0.32', '+0.05', '+0.00', '+0.00', 0]
['+0.27', '+0.69', '+0.22', '-0.66', '+0.32', '+0.03', '+0.00', '+0.00', 2]
['+0.27', '+0.68', '+0.20', '-0.66', '+0.32', '+0.03', '+0.00', '+0.00', 2]
['+0.28', '+0.67', '+0.20', '-0.65', '+0.33', '+0.04', '+0.00', '+0.00', 2]
['+0.28', '+0.66', '+0.20', '-0.65', '+0.33', '+0.05', '+0.00', '+0.00', 2]
['+0.28', '+0.65', '+0.17', '-0.62', '+0.33', '+0.06', '+0.00', '+0.00', 2]
['+0.28', '+0.64', '+0.18', '-0.64', '+0.33', '+0.02', '+0.00', '+0.00', 3]
['+0.28', '+0.63', '+0.17', '-0.63', '+0.33', '+0.03', '+0.00', '+0.00', 2]
['+0.29', '+0.62', '+0.14', '-0.59', '+0.33', '+0.04', '+0.00', '+0.00', 2]
['+0.29', '+0.62', '+0.12', '-0.59', '+0.34', '+0.03', '+0.00', '+0.00', 2]
['+0.29', '+0.61', '+0.13', '-0.61', '+0.34', '-0.00', '+0.00', '+0.00', 3]
['+0.29', '+0.60', '+0.11', '-0.60', '+0.34', '-0.01', '+0.00', '+0.00', 2]
['+0.29', '+0.59', '+0.07', '-0.58', '+0.34', '-0.02', '+0.00', '+0.00', 2]
['+0.29', '+0.58', '+0.04', '-0.55', '+0.33', '-0.02', '+0.00', '+0.00', 2]
['+0.29', '+0.57', '+0.03', '-0.52', '+0.33', '-0.00', '+0.00', '+0.00', 2]
['+0.29', '+0.57', '+0.04', '-0.54', '+0.33', '-0.04', '+0.00', '+0.00', 3]
['+0.29', '+0.56', '+0.03', '-0.52', '+0.33', '-0.03', '+0.00', '+0.00', 2]
['+0.29', '+0.55', '+0.01', '-0.51', '+0.33', '-0.04', '+0.00', '+0.00', 2]
['+0.29', '+0.54', '-0.02', '-0.51', '+0.33', '-0.04', '+0.00', '+0.00', 2]
['+0.29', '+0.53', '-0.03', '-0.50', '+0.32', '-0.04', '+0.00', '+0.00', 2]
['+0.29', '+0.53', '-0.06', '-0.51', '+0.32', '-0.06', '+0.00', '+0.00', 2]
['+0.29', '+0.52', '-0.09', '-0.47', '+0.32', '-0.06', '+0.00', '+0.00', 2]
['+0.29', '+0.51', '-0.08', '-0.49', '+0.31', '-0.09', '+0.00', '+0.00', 3]
['+0.29', '+0.51', '-0.12', '-0.48', '+0.31', '-0.11', '+0.00', '+0.00', 2]
['+0.29', '+0.50', '-0.16', '-0.46', '+0.30', '-0.12', '+0.00', '+0.00', 2]
['+0.28', '+0.49', '-0.20', '-0.43', '+0.30', '-0.14', '+0.00', '+0.00', 2]
['+0.28', '+0.48', '-0.20', '-0.46', '+0.29', '-0.14', '+0.00', '+0.00', 0]
['+0.28', '+0.48', '-0.20', '-0.45', '+0.28', '-0.13', '+0.00', '+0.00', 2]
['+0.28', '+0.47', '-0.23', '-0.43', '+0.28', '-0.14', '+0.00', '+0.00', 2]
['+0.27', '+0.47', '-0.24', '-0.42', '+0.27', '-0.13', '+0.00', '+0.00', 2]
['+0.27', '+0.46', '-0.23', '-0.44', '+0.26', '-0.16', '+0.00', '+0.00', 3]
['+0.27', '+0.45', '-0.24', '-0.43', '+0.25', '-0.15', '+0.00', '+0.00', 2]
['+0.27', '+0.45', '-0.26', '-0.39', '+0.25', '-0.15', '+0.00', '+0.00', 2]
['+0.26', '+0.44', '-0.26', '-0.42', '+0.24', '-0.15', '+0.00', '+0.00', 0]
['+0.26', '+0.43', '-0.26', '-0.40', '+0.23', '-0.14', '+0.00', '+0.00', 2]
['+0.26', '+0.43', '-0.28', '-0.38', '+0.22', '-0.14', '+0.00', '+0.00', 2]
['+0.26', '+0.42', '-0.28', '-0.41', '+0.22', '-0.14', '+0.00', '+0.00', 0]
['+0.25', '+0.42', '-0.29', '-0.38', '+0.21', '-0.13', '+0.00', '+0.00', 2]
['+0.25', '+0.41', '-0.28', '-0.40', '+0.20', '-0.17', '+0.00', '+0.00', 3]
['+0.25', '+0.40', '-0.28', '-0.39', '+0.19', '-0.16', '+0.00', '+0.00', 2]
['+0.24', '+0.40', '-0.29', '-0.37', '+0.19', '-0.15', '+0.00', '+0.00', 2]
['+0.24', '+0.39', '-0.29', '-0.35', '+0.18', '-0.14', '+0.00', '+0.00', 2]
['+0.24', '+0.39', '-0.29', '-0.37', '+0.17', '-0.14', '+0.00', '+0.00', 0]
['+0.24', '+0.38', '-0.30', '-0.35', '+0.17', '-0.13', '+0.00', '+0.00', 2]
['+0.23', '+0.38', '-0.30', '-0.38', '+0.16', '-0.13', '+0.00', '+0.00', 0]
['+0.23', '+0.37', '-0.33', '-0.34', '+0.15', '-0.15', '+0.00', '+0.00', 2]
['+0.23', '+0.37', '-0.33', '-0.37', '+0.15', '-0.15', '+0.00', '+0.00', 0]
['+0.22', '+0.36', '-0.34', '-0.33', '+0.14', '-0.15', '+0.00', '+0.00', 2]
['+0.22', '+0.36', '-0.34', '-0.36', '+0.13', '-0.15', '+0.00', '+0.00', 0]
['+0.21', '+0.35', '-0.36', '-0.35', '+0.12', '-0.16', '+0.00', '+0.00', 2]
['+0.21', '+0.35', '-0.37', '-0.34', '+0.11', '-0.16', '+0.00', '+0.00', 2]
['+0.21', '+0.34', '-0.39', '-0.33', '+0.11', '-0.17', '+0.00', '+0.00', 2]
['+0.20', '+0.34', '-0.41', '-0.32', '+0.10', '-0.18', '+0.00', '+0.00', 2]
['+0.20', '+0.33', '-0.41', '-0.35', '+0.09', '-0.18', '+0.00', '+0.00', 0]
['+0.19', '+0.33', '-0.40', '-0.35', '+0.08', '-0.18', '+0.00', '+0.00', 2]
['+0.19', '+0.32', '-0.42', '-0.33', '+0.07', '-0.19', '+0.00', '+0.00', 2]
['+0.19', '+0.32', '-0.42', '-0.30', '+0.06', '-0.18', '+0.00', '+0.00', 2]
['+0.18', '+0.31', '-0.42', '-0.33', '+0.05', '-0.18', '+0.00', '+0.00', 0]
['+0.18', '+0.31', '-0.43', '-0.31', '+0.04', '-0.19', '+0.00', '+0.00', 2]
['+0.17', '+0.30', '-0.43', '-0.33', '+0.03', '-0.19', '+0.00', '+0.00', 0]
['+0.17', '+0.30', '-0.42', '-0.33', '+0.02', '-0.18', '+0.00', '+0.00', 2]
['+0.16', '+0.29', '-0.42', '-0.30', '+0.01', '-0.18', '+0.00', '+0.00', 2]
['+0.16', '+0.29', '-0.42', '-0.28', '+0.01', '-0.17', '+0.00', '+0.00', 2]
['+0.16', '+0.28', '-0.42', '-0.31', '-0.00', '-0.17', '+0.00', '+0.00', 0]
['+0.15', '+0.28', '-0.42', '-0.29', '-0.01', '-0.18', '+0.00', '+0.00', 2]
['+0.15', '+0.27', '-0.42', '-0.32', '-0.02', '-0.18', '+0.00', '+0.00', 0]
['+0.14', '+0.27', '-0.43', '-0.28', '-0.03', '-0.19', '+0.00', '+0.00', 2]
['+0.14', '+0.27', '-0.43', '-0.31', '-0.04', '-0.19', '+0.00', '+0.00', 0]
['+0.13', '+0.26', '-0.44', '-0.27', '-0.05', '-0.20', '+0.00', '+0.00', 2]
['+0.13', '+0.26', '-0.44', '-0.30', '-0.06', '-0.20', '+0.00', '+0.00', 0]
['+0.12', '+0.25', '-0.42', '-0.29', '-0.07', '-0.19', '+0.00', '+0.00', 2]
['+0.12', '+0.25', '-0.42', '-0.27', '-0.08', '-0.19', '+0.00', '+0.00', 2]
['+0.12', '+0.24', '-0.42', '-0.29', '-0.09', '-0.19', '+0.00', '+0.00', 0]
['+0.11', '+0.24', '-0.40', '-0.29', '-0.10', '-0.17', '+0.00', '+0.00', 2]
['+0.11', '+0.24', '-0.38', '-0.27', '-0.10', '-0.16', '+0.00', '+0.00', 2]
['+0.10', '+0.23', '-0.38', '-0.30', '-0.11', '-0.16', '+0.00', '+0.00', 0]
['+0.10', '+0.23', '-0.39', '-0.30', '-0.12', '-0.17', '+0.00', '+0.00', 2]
['+0.10', '+0.22', '-0.40', '-0.32', '-0.13', '-0.14', '+0.00', '+0.00', 1]
['+0.09', '+0.22', '-0.40', '-0.32', '-0.13', '-0.15', '+0.00', '+0.00', 2]
['+0.09', '+0.21', '-0.38', '-0.29', '-0.14', '-0.15', '+0.00', '+0.00', 2]
['+0.08', '+0.21', '-0.38', '-0.28', '-0.15', '-0.15', '+0.00', '+0.00', 2]
['+0.08', '+0.20', '-0.39', '-0.30', '-0.16', '-0.12', '+0.00', '+0.00', 1]
['+0.08', '+0.20', '-0.38', '-0.30', '-0.16', '-0.11', '+0.00', '+0.00', 2]
['+0.07', '+0.20', '-0.38', '-0.29', '-0.17', '-0.12', '+0.00', '+0.00', 2]
['+0.07', '+0.19', '-0.35', '-0.25', '-0.17', '-0.11', '+0.00', '+0.00', 2]
['+0.07', '+0.19', '-0.35', '-0.27', '-0.18', '-0.11', '+0.00', '+0.00', 0]
['+0.06', '+0.18', '-0.35', '-0.23', '-0.18', '-0.13', '+0.00', '+0.00', 2]
['+0.06', '+0.18', '-0.36', '-0.25', '-0.19', '-0.08', '+0.00', '+0.00', 1]
['+0.06', '+0.18', '-0.32', '-0.22', '-0.19', '-0.06', '+0.00', '+0.00', 2]
['+0.05', '+0.17', '-0.32', '-0.25', '-0.20', '-0.06', '+0.00', '+0.00', 0]
['+0.05', '+0.17', '-0.32', '-0.25', '-0.20', '-0.07', '+0.00', '+0.00', 2]
['+0.05', '+0.17', '-0.32', '-0.22', '-0.20', '-0.08', '+0.00', '+0.00', 2]
['+0.04', '+0.16', '-0.32', '-0.25', '-0.21', '-0.08', '+0.00', '+0.00', 0]
['+0.04', '+0.16', '-0.29', '-0.21', '-0.21', '-0.08', '+0.00', '+0.00', 2]
['+0.04', '+0.16', '-0.29', '-0.23', '-0.21', '-0.08', '+0.00', '+0.00', 0]
['+0.03', '+0.15', '-0.29', '-0.26', '-0.22', '-0.08', '+0.00', '+0.00', 0]
['+0.03', '+0.15', '-0.27', '-0.26', '-0.22', '-0.06', '+0.00', '+0.00', 2]
['+0.03', '+0.14', '-0.24', '-0.25', '-0.22', '-0.05', '+0.00', '+0.00', 2]
['+0.03', '+0.14', '-0.24', '-0.25', '-0.23', '-0.05', '+0.00', '+0.00', 2]
['+0.02', '+0.14', '-0.21', '-0.22', '-0.23', '-0.05', '+0.00', '+0.00', 2]
['+0.02', '+0.13', '-0.22', '-0.24', '-0.23', '+0.00', '+0.00', '+0.00', 1]
['+0.02', '+0.13', '-0.20', '-0.23', '-0.23', '+0.01', '+0.00', '+0.00', 2]
['+0.02', '+0.13', '-0.18', '-0.21', '-0.23', '+0.01', '+0.00', '+0.00', 2]
['+0.02', '+0.12', '-0.18', '-0.23', '-0.23', '+0.01', '+0.00', '+0.00', 0]
['+0.01', '+0.12', '-0.19', '-0.23', '-0.23', '-0.01', '+0.00', '+0.00', 2]
['+0.01', '+0.12', '-0.16', '-0.21', '-0.23', '+0.00', '+0.00', '+0.00', 2]
['+0.01', '+0.11', '-0.16', '-0.23', '-0.23', '+0.00', '+0.00', '+0.00', 0]
['+0.01', '+0.11', '-0.16', '-0.23', '-0.23', '-0.00', '+0.00', '+0.00', 2]
['+0.01', '+0.11', '-0.14', '-0.22', '-0.23', '+0.00', '+0.00', '+0.00', 2]
['+0.01', '+0.10', '-0.11', '-0.20', '-0.23', '+0.01', '+0.00', '+0.00', 2]
['+0.01', '+0.10', '-0.10', '-0.20', '-0.23', '+0.02', '+0.00', '+0.00', 2]
['+0.01', '+0.10', '-0.08', '-0.18', '-0.23', '+0.02', '+0.00', '+0.00', 2]
['+0.00', '+0.10', '-0.09', '-0.20', '-0.22', '+0.06', '+0.00', '+0.00', 1]
['+0.00', '+0.09', '-0.07', '-0.17', '-0.22', '+0.06', '+0.00', '+0.00', 2]
['+0.00', '+0.09', '-0.07', '-0.20', '-0.22', '+0.06', '+0.00', '+0.00', 0]
['+0.00', '+0.09', '-0.06', '-0.16', '-0.21', '+0.05', '+0.00', '+0.00', 2]
['+0.00', '+0.08', '-0.06', '-0.19', '-0.21', '+0.05', '+0.00', '+0.00', 0]
['+0.00', '+0.08', '-0.04', '-0.17', '-0.21', '+0.05', '+0.00', '+0.00', 2]
['+0.00', '+0.08', '-0.04', '-0.20', '-0.21', '+0.05', '+0.00', '+0.00', 0]
['+0.00', '+0.08', '-0.04', '-0.16', '-0.20', '+0.04', '+0.00', '+0.00', 2]
['+0.00', '+0.07', '-0.04', '-0.19', '-0.20', '+0.04', '+0.00', '+0.00', 0]
['+0.00', '+0.07', '-0.02', '-0.17', '-0.20', '+0.04', '+0.00', '+0.00', 2]
['+0.00', '+0.07', '+0.00', '-0.15', '-0.20', '+0.05', '+0.00', '+0.00', 2]
['+0.00', '+0.07', '-0.01', '-0.18', '-0.19', '+0.08', '+0.00', '+0.00', 1]
['+0.00', '+0.06', '+0.02', '-0.15', '-0.19', '+0.10', '+0.00', '+0.00', 2]
['+0.00', '+0.06', '+0.02', '-0.18', '-0.19', '+0.10', '+0.00', '+0.00', 0]
['+0.00', '+0.06', '+0.02', '-0.16', '-0.18', '+0.08', '+0.00', '+0.00', 2]
['+0.00', '+0.06', '+0.01', '-0.15', '-0.18', '+0.07', '+0.00', '+0.00', 2]
['+0.00', '+0.05', '+0.01', '-0.18', '-0.17', '+0.07', '+0.00', '+0.00', 0]
['+0.00', '+0.05', '+0.04', '-0.14', '-0.17', '+0.08', '+0.00', '+0.00', 2]
['+0.00', '+0.05', '+0.04', '-0.17', '-0.17', '+0.08', '+0.00', '+0.00', 0]
['+0.00', '+0.05', '+0.04', '-0.15', '-0.16', '+0.06', '+0.00', '+0.00', 2]
['+0.00', '+0.04', '+0.03', '-0.13', '-0.16', '+0.05', '+0.00', '+0.00', 2]
['+0.00', '+0.04', '+0.02', '-0.16', '-0.16', '+0.08', '+0.00', '+0.00', 1]
['+0.00', '+0.04', '+0.04', '-0.14', '-0.15', '+0.09', '+0.00', '+0.00', 2]
['+0.00', '+0.04', '+0.05', '-0.10', '-0.15', '+0.09', '+0.00', '+0.00', 2]
['+0.01', '+0.04', '+0.05', '-0.13', '-0.14', '+0.09', '+0.00', '+0.00', 0]
['+0.01', '+0.03', '+0.05', '-0.16', '-0.14', '+0.09', '+0.00', '+0.00', 0]
['+0.01', '+0.03', '+0.07', '-0.12', '-0.14', '+0.09', '+0.00', '+0.00', 2]
['+0.01', '+0.03', '+0.07', '-0.14', '-0.13', '+0.09', '+0.00', '+0.00', 0]
['+0.01', '+0.03', '+0.08', '-0.12', '-0.13', '+0.09', '+0.00', '+0.00', 2]
['+0.01', '+0.03', '+0.08', '-0.15', '-0.12', '+0.09', '+0.00', '+0.00', 0]
['+0.01', '+0.02', '+0.08', '-0.11', '-0.12', '+0.08', '+0.00', '+0.00', 2]
['+0.01', '+0.02', '+0.08', '-0.14', '-0.11', '+0.08', '+0.00', '+0.00', 0]
['+0.01', '+0.02', '+0.10', '-0.11', '-0.11', '+0.09', '+0.00', '+0.00', 2]
['+0.01', '+0.02', '+0.10', '-0.13', '-0.10', '+0.09', '+0.00', '+0.00', 0]
['+0.01', '+0.02', '+0.11', '-0.11', '-0.10', '+0.09', '+0.00', '+0.00', 2]
['+0.01', '+0.01', '+0.11', '-0.13', '-0.10', '+0.09', '+0.00', '+0.00', 0]
['+0.02', '+0.01', '+0.11', '-0.10', '-0.09', '+0.08', '+0.00', '+0.00', 2]
['+0.02', '+0.01', '+0.11', '-0.12', '-0.09', '+0.08', '+0.00', '+0.00', 0]
['+0.02', '+0.01', '+0.13', '-0.09', '-0.08', '+0.10', '+0.00', '+0.00', 2]
['+0.02', '+0.01', '+0.13', '-0.12', '-0.08', '+0.10', '+0.00', '+0.00', 0]
['+0.02', '+0.01', '+0.12', '-0.08', '-0.07', '+0.08', '+0.00', '+0.00', 2]
['+0.02', '+0.01', '+0.12', '-0.11', '-0.07', '+0.08', '+0.00', '+0.00', 0]
['+0.02', '+0.00', '+0.12', '-0.08', '-0.06', '+0.30', '+1.00', '+0.00', 2]
['+0.03', '+0.00', '+0.12', '-0.10', '-0.04', '+0.37', '+1.00', '+0.00', 0]
['+0.03', '+0.00', '+0.12', '-0.09', '-0.02', '+0.37', '+1.00', '+0.00', 2]
['+0.03', '-0.00', '+0.12', '-0.12', '+0.00', '+0.42', '+1.00', '+0.00', 0]
['+0.03', '-0.00', '+0.13', '-0.05', '+0.01', '+0.18', '+1.00', '+1.00', 2]
['+0.03', '-0.00', '+0.12', '-0.03', '+0.02', '+0.11', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.11', '-0.01', '+0.02', '+0.03', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.10', '+0.01', '+0.02', '-0.04', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.09', '+0.03', '+0.01', '-0.09', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.08', '+0.04', '+0.01', '-0.13', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.07', '+0.04', '-0.00', '-0.13', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.07', '+0.02', '-0.00', '-0.06', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.07', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.06', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.06', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.05', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.05', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.04', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.04', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.03', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.02', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.02', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.01', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.01', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.04', '+0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.01', '+0.94', '-0.58', '-0.13', '+0.01', '+0.09', '+0.00', '+0.00', 3]
['-0.02', '+0.93', '-0.57', '-0.16', '+0.01', '+0.06', '+0.00', '+0.00', 3]
['-0.02', '+0.93', '-0.56', '-0.19', '+0.02', '+0.03', '+0.00', '+0.00', 3]
['-0.03', '+0.93', '-0.55', '-0.21', '+0.01', '-0.02', '+0.00', '+0.00', 3]
['-0.03', '+0.92', '-0.54', '-0.24', '+0.01', '-0.06', '+0.00', '+0.00', 3]
['-0.04', '+0.92', '-0.53', '-0.27', '+0.01', '-0.09', '+0.00', '+0.00', 3]
