['+0.01', '+0.93', '+0.40', '-0.39', '-0.01', '-0.05', '+0.00', '+0.00', 1]
['+0.09', '+0.71', '+0.34', '-0.79', '+0.12', '+0.15', '+0.00', '+0.00', 0]
['+0.09', '+0.70', '+0.32', '-0.74', '+0.13', '+0.15', '+0.00', '+0.00', 2]
['+0.09', '+0.69', '+0.32', '-0.77', '+0.14', '+0.15', '+0.00', '+0.00', 0]
['+0.10', '+0.67', '+0.32', '-0.75', '+0.15', '+0.15', '+0.00', '+0.00', 2]
['+0.10', '+0.66', '+0.32', '-0.73', '+0.16', '+0.17', '+0.00', '+0.00', 2]
['+0.10', '+0.65', '+0.31', '-0.72', '+0.16', '+0.17', '+0.00', '+0.00', 2]
['+0.11', '+0.64', '+0.32', '-0.74', '+0.17', '+0.13', '+0.00', '+0.00', 3]
['+0.11', '+0.63', '+0.33', '-0.74', '+0.18', '+0.15', '+0.00', '+0.00', 2]
['+0.11', '+0.62', '+0.33', '-0.73', '+0.19', '+0.16', '+0.00', '+0.00', 2]
['+0.12', '+0.61', '+0.30', '-0.70', '+0.19', '+0.15', '+0.00', '+0.00', 2]
['+0.12', '+0.60', '+0.28', '-0.69', '+0.20', '+0.14', '+0.00', '+0.00', 2]
['+0.12', '+0.59', '+0.28', '-0.69', '+0.21', '+0.14', '+0.00', '+0.00', 2]
['+0.13', '+0.58', '+0.27', '-0.68', '+0.21', '+0.14', '+0.00', '+0.00', 2]
['+0.13', '+0.57', '+0.23', '-0.64', '+0.22', '+0.13', '+0.00', '+0.00', 2]
['+0.13', '+0.56', '+0.24', '-0.67', '+0.23', '+0.10', '+0.00', '+0.00', 3]
['+0.13', '+0.55', '+0.21', '-0.65', '+0.23', '+0.08', '+0.00', '+0.00', 2]
['+0.13', '+0.54', '+0.19', '-0.62', '+0.23', '+0.08', '+0.00', '+0.00', 2]
['+0.14', '+0.53', '+0.18', '-0.59', '+0.24', '+0.09', '+0.00', '+0.00', 2]
['+0.14', '+0.52', '+0.19', '-0.62', '+0.24', '+0.05', '+0.00', '+0.00', 3]
['+0.14', '+0.51', '+0.16', '-0.60', '+0.24', '+0.05', '+0.00', '+0.00', 2]
['+0.14', '+0.50', '+0.17', '-0.59', '+0.25', '+0.06', '+0.00', '+0.00', 2]
['+0.14', '+0.49', '+0.17', '-0.59', '+0.25', '+0.07', '+0.00', '+0.00', 2]
['+0.14', '+0.49', '+0.14', '-0.57', '+0.25', '+0.06', '+0.00', '+0.00', 2]
['+0.15', '+0.48', '+0.12', '-0.55', '+0.26', '+0.06', '+0.00', '+0.00', 2]
['+0.15', '+0.47', '+0.14', '-0.57', '+0.26', '+0.01', '+0.00', '+0.00', 3]
['+0.15', '+0.46', '+0.10', '-0.55', '+0.26', '+0.00', '+0.00', '+0.00', 2]
['+0.15', '+0.45', '+0.08', '-0.53', '+0.26', '+0.00', '+0.00', '+0.00', 2]
['+0.15', '+0.45', '+0.07', '-0.51', '+0.26', '+0.01', '+0.00', '+0.00', 2]
['+0.15', '+0.44', '+0.06', '-0.50', '+0.26', '+0.01', '+0.00', '+0.00', 2]
['+0.15', '+0.43', '+0.07', '-0.52', '+0.26', '-0.02', '+0.00', '+0.00', 3]
['+0.15', '+0.42', '+0.06', '-0.50', '+0.26', '-0.01', '+0.00', '+0.00', 2]
['+0.15', '+0.42', '+0.05', '-0.48', '+0.26', '-0.00', '+0.00', '+0.00', 2]
['+0.15', '+0.41', '+0.04', '-0.45', '+0.26', '+0.01', '+0.00', '+0.00', 2]
['+0.15', '+0.40', '+0.05', '-0.47', '+0.25', '-0.03', '+0.00', '+0.00', 3]
['+0.15', '+0.39', '+0.02', '-0.47', '+0.25', '-0.05', '+0.00', '+0.00', 2]
['+0.15', '+0.39', '-0.00', '-0.46', '+0.25', '-0.05', '+0.00', '+0.00', 2]
['+0.15', '+0.38', '-0.02', '-0.46', '+0.25', '-0.06', '+0.00', '+0.00', 2]
['+0.15', '+0.37', '-0.05', '-0.43', '+0.24', '-0.07', '+0.00', '+0.00', 2]
['+0.15', '+0.37', '-0.08', '-0.42', '+0.24', '-0.08', '+0.00', '+0.00', 2]
['+0.15', '+0.36', '-0.11', '-0.41', '+0.23', '-0.10', '+0.00', '+0.00', 2]
['+0.15', '+0.36', '-0.13', '-0.41', '+0.23', '-0.11', '+0.00', '+0.00', 2]
['+0.15', '+0.35', '-0.15', '-0.41', '+0.22', '-0.12', '+0.00', '+0.00', 2]
['+0.15', '+0.34', '-0.18', '-0.40', '+0.22', '-0.14', '+0.00', '+0.00', 2]
['+0.14', '+0.34', '-0.21', '-0.36', '+0.21', '-0.14', '+0.00', '+0.00', 2]
['+0.14', '+0.33', '-0.21', '-0.35', '+0.20', '-0.13', '+0.00', '+0.00', 2]
['+0.14', '+0.33', '-0.21', '-0.37', '+0.20', '-0.13', '+0.00', '+0.00', 0]
['+0.14', '+0.32', '-0.23', '-0.35', '+0.19', '-0.13', '+0.00', '+0.00', 2]
['+0.13', '+0.32', '-0.24', '-0.35', '+0.18', '-0.13', '+0.00', '+0.00', 2]
['+0.13', '+0.31', '-0.24', '-0.34', '+0.18', '-0.13', '+0.00', '+0.00', 2]
['+0.13', '+0.31', '-0.24', '-0.34', '+0.17', '-0.12', '+0.00', '+0.00', 2]
['+0.13', '+0.30', '-0.25', '-0.31', '+0.16', '-0.11', '+0.00', '+0.00', 2]
['+0.12', '+0.30', '-0.24', '-0.34', '+0.16', '-0.15', '+0.00', '+0.00', 3]
['+0.12', '+0.29', '-0.27', '-0.31', '+0.15', '-0.16', '+0.00', '+0.00', 2]
['+0.12', '+0.29', '-0.27', '-0.33', '+0.14', '-0.16', '+0.00', '+0.00', 0]
['+0.12', '+0.28', '-0.28', '-0.31', '+0.13', '-0.16', '+0.00', '+0.00', 2]
['+0.11', '+0.28', '-0.28', '-0.33', '+0.12', '-0.16', '+0.00', '+0.00', 0]
['+0.11', '+0.27', '-0.30', '-0.29', '+0.12', '-0.17', '+0.00', '+0.00', 2]
['+0.11', '+0.27', '-0.30', '-0.32', '+0.11', '-0.17', '+0.00', '+0.00', 0]
['+0.10', '+0.26', '-0.30', '-0.30', '+0.10', '-0.17', '+0.00', '+0.00', 2]
['+0.10', '+0.26', '-0.30', '-0.33', '+0.09', '-0.17', '+0.00', '+0.00', 0]
['+0.10', '+0.25', '-0.31', '-0.31', '+0.08', '-0.17', '+0.00', '+0.00', 2]
['+0.09', '+0.25', '-0.30', '-0.29', '+0.07', '-0.16', '+0.00', '+0.00', 2]
['+0.09', '+0.25', '-0.30', '-0.32', '+0.07', '-0.16', '+0.00', '+0.00', 0]
['+0.09', '+0.24', '-0.30', '-0.32', '+0.06', '-0.15', '+0.00', '+0.00', 2]
['+0.09', '+0.24', '-0.29', '-0.28', '+0.05', '-0.13', '+0.00', '+0.00', 2]
['+0.08', '+0.23', '-0.29', '-0.31', '+0.05', '-0.13', '+0.00', '+0.00', 0]
['+0.08', '+0.23', '-0.30', '-0.28', '+0.04', '-0.15', '+0.00', '+0.00', 2]
['+0.08', '+0.22', '-0.30', '-0.31', '+0.03', '-0.15', '+0.00', '+0.00', 0]
['+0.07', '+0.22', '-0.29', '-0.30', '+0.03', '-0.13', '+0.00', '+0.00', 2]
['+0.07', '+0.21', '-0.28', '-0.29', '+0.02', '-0.12', '+0.00', '+0.00', 2]
['+0.07', '+0.21', '-0.27', '-0.26', '+0.01', '-0.11', '+0.00', '+0.00', 2]
['+0.06', '+0.21', '-0.27', '-0.29', '+0.01', '-0.11', '+0.00', '+0.00', 0]
['+0.06', '+0.20', '-0.26', '-0.27', '+0.00', '-0.10', '+0.00', '+0.00', 2]
['+0.06', '+0.20', '-0.26', '-0.29', '-0.00', '-0.10', '+0.00', '+0.00', 0]
['+0.06', '+0.19', '-0.26', '-0.27', '-0.01', '-0.10', '+0.00', '+0.00', 2]
['+0.05', '+0.19', '-0.27', '-0.24', '-0.01', '-0.11', '+0.00', '+0.00', 2]
['+0.05', '+0.19', '-0.27', '-0.26', '-0.02', '-0.11', '+0.00', '+0.00', 0]
['+0.05', '+0.18', '-0.29', '-0.24', '-0.02', '-0.13', '+0.00', '+0.00', 2]
['+0.05', '+0.18', '-0.29', '-0.26', '-0.03', '-0.13', '+0.00', '+0.00', 0]
['+0.04', '+0.17', '-0.29', '-0.26', '-0.04', '-0.13', '+0.00', '+0.00', 2]
['+0.04', '+0.17', '-0.29', '-0.23', '-0.04', '-0.13', '+0.00', '+0.00', 2]
['+0.04', '+0.17', '-0.29', '-0.26', '-0.05', '-0.13', '+0.00', '+0.00', 0]
['+0.03', '+0.16', '-0.29', '-0.24', '-0.06', '-0.14', '+0.00', '+0.00', 2]
['+0.03', '+0.16', '-0.29', '-0.27', '-0.06', '-0.14', '+0.00', '+0.00', 0]
['+0.03', '+0.16', '-0.28', '-0.26', '-0.07', '-0.13', '+0.00', '+0.00', 2]
['+0.02', '+0.15', '-0.25', '-0.22', '-0.08', '-0.11', '+0.00', '+0.00', 2]
['+0.02', '+0.15', '-0.25', '-0.24', '-0.08', '-0.11', '+0.00', '+0.00', 0]
['+0.02', '+0.15', '-0.25', '-0.21', '-0.09', '-0.11', '+0.00', '+0.00', 2]
['+0.02', '+0.14', '-0.25', '-0.24', '-0.09', '-0.11', '+0.00', '+0.00', 0]
['+0.01', '+0.14', '-0.25', '-0.21', '-0.10', '-0.12', '+0.00', '+0.00', 2]
['+0.01', '+0.14', '-0.25', '-0.24', '-0.10', '-0.12', '+0.00', '+0.00', 0]
['+0.01', '+0.13', '-0.23', '-0.22', '-0.11', '-0.11', '+0.00', '+0.00', 2]
['+0.01', '+0.13', '-0.24', '-0.24', '-0.11', '-0.07', '+0.00', '+0.00', 1]
['+0.01', '+0.12', '-0.24', '-0.22', '-0.12', '-0.07', '+0.00', '+0.00', 2]
['+0.00', '+0.12', '-0.24', '-0.25', '-0.12', '-0.07', '+0.00', '+0.00', 0]
['+0.00', '+0.12', '-0.21', '-0.21', '-0.12', '-0.06', '+0.00', '+0.00', 2]
['-0.00', '+0.11', '-0.21', '-0.23', '-0.13', '-0.06', '+0.00', '+0.00', 0]
['-0.00', '+0.11', '-0.20', '-0.20', '-0.13', '-0.06', '+0.00', '+0.00', 2]
['-0.01', '+0.11', '-0.20', '-0.23', '-0.13', '-0.06', '+0.00', '+0.00', 0]
['-0.01', '+0.10', '-0.19', '-0.22', '-0.14', '-0.06', '+0.00', '+0.00', 2]
['-0.01', '+0.10', '-0.17', '-0.22', '-0.14', '-0.05', '+0.00', '+0.00', 2]
['-0.01', '+0.10', '-0.16', '-0.20', '-0.14', '-0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.10', '-0.17', '-0.20', '-0.14', '-0.05', '+0.00', '+0.00', 2]
['-0.01', '+0.09', '-0.16', '-0.18', '-0.15', '-0.06', '+0.00', '+0.00', 2]
['-0.02', '+0.09', '-0.16', '-0.20', '-0.15', '-0.06', '+0.00', '+0.00', 0]
['-0.02', '+0.09', '-0.15', '-0.18', '-0.15', '-0.07', '+0.00', '+0.00', 2]
['-0.02', '+0.08', '-0.17', '-0.20', '-0.15', '-0.02', '+0.00', '+0.00', 1]
['-0.02', '+0.08', '-0.16', '-0.17', '-0.15', '-0.02', '+0.00', '+0.00', 2]
['-0.02', '+0.08', '-0.17', '-0.17', '-0.16', '-0.04', '+0.00', '+0.00', 2]
['-0.02', '+0.08', '-0.18', '-0.17', '-0.16', '-0.05', '+0.00', '+0.00', 2]
['-0.03', '+0.07', '-0.18', '-0.16', '-0.16', '-0.06', '+0.00', '+0.00', 2]
['-0.03', '+0.07', '-0.18', '-0.18', '-0.17', '-0.06', '+0.00', '+0.00', 0]
['-0.03', '+0.07', '-0.16', '-0.17', '-0.17', '-0.06', '+0.00', '+0.00', 2]
['-0.03', '+0.07', '-0.14', '-0.13', '-0.17', '-0.05', '+0.00', '+0.00', 2]
['-0.03', '+0.06', '-0.15', '-0.16', '-0.17', '-0.02', '+0.00', '+0.00', 1]
['-0.03', '+0.06', '-0.14', '-0.15', '-0.17', '-0.02', '+0.00', '+0.00', 2]
['-0.04', '+0.06', '-0.12', '-0.14', '-0.17', '-0.01', '+0.00', '+0.00', 2]
['-0.04', '+0.06', '-0.12', '-0.17', '-0.18', '-0.01', '+0.00', '+0.00', 0]
['-0.04', '+0.06', '-0.10', '-0.13', '-0.18', '-0.00', '+0.00', '+0.00', 2]
['-0.04', '+0.05', '-0.10', '-0.15', '-0.18', '-0.00', '+0.00', '+0.00', 0]
['-0.04', '+0.05', '-0.08', '-0.12', '-0.18', '-0.00', '+0.00', '+0.00', 2]
['-0.04', '+0.05', '-0.08', '-0.15', '-0.18', '-0.00', '+0.00', '+0.00', 0]
['-0.04', '+0.05', '-0.08', '-0.12', '-0.18', '-0.02', '+0.00', '+0.00', 2]
['-0.04', '+0.05', '-0.09', '-0.15', '-0.18', '+0.03', '+0.00', '+0.00', 1]
['-0.04', '+0.04', '-0.08', '-0.12', '-0.17', '+0.02', '+0.00', '+0.00', 2]
['-0.04', '+0.04', '-0.08', '-0.15', '-0.17', '+0.02', '+0.00', '+0.00', 0]
['-0.04', '+0.04', '-0.05', '-0.12', '-0.17', '+0.03', '+0.00', '+0.00', 2]
['-0.04', '+0.04', '-0.05', '-0.11', '-0.17', '+0.03', '+0.00', '+0.00', 2]
['-0.04', '+0.04', '-0.05', '-0.14', '-0.17', '+0.03', '+0.00', '+0.00', 0]
['-0.04', '+0.03', '-0.03', '-0.12', '-0.17', '+0.04', '+0.00', '+0.00', 2]
['-0.05', '+0.03', '-0.02', '-0.09', '-0.16', '+0.03', '+0.00', '+0.00', 2]
['-0.05', '+0.03', '-0.02', '-0.12', '-0.16', '+0.03', '+0.00', '+0.00', 0]
['-0.05', '+0.03', '+0.01', '-0.09', '-0.16', '+0.04', '+0.00', '+0.00', 2]
['-0.05', '+0.03', '+0.01', '-0.11', '-0.16', '+0.04', '+0.00', '+0.00', 0]
['-0.04', '+0.03', '+0.01', '-0.10', '-0.16', '+0.04', '+0.00', '+0.00', 2]
['-0.04', '+0.03', '+0.03', '-0.09', '-0.15', '+0.05', '+0.00', '+0.00', 2]
['-0.04', '+0.02', '+0.03', '-0.12', '-0.15', '+0.05', '+0.00', '+0.00', 0]
['-0.04', '+0.02', '+0.05', '-0.11', '-0.15', '+0.06', '+0.00', '+0.00', 2]
['-0.04', '+0.02', '+0.05', '-0.07', '-0.15', '+0.05', '+0.00', '+0.00', 2]
['-0.04', '+0.02', '+0.05', '-0.10', '-0.14', '+0.05', '+0.00', '+0.00', 0]
['-0.04', '+0.02', '+0.06', '-0.09', '-0.14', '+0.05', '+0.00', '+0.00', 2]
['-0.04', '+0.02', '+0.06', '-0.12', '-0.14', '+0.05', '+0.00', '+0.00', 0]
['-0.04', '+0.01', '+0.07', '-0.09', '-0.14', '+0.05', '+0.00', '+0.00', 2]
['-0.04', '+0.01', '+0.07', '-0.10', '-0.13', '+0.04', '+0.00', '+0.00', 2]
['-0.04', '+0.01', '+0.07', '-0.08', '-0.13', '+0.03', '+0.00', '+0.00', 2]
['-0.04', '+0.01', '+0.05', '-0.11', '-0.13', '+0.08', '+0.00', '+0.00', 1]
['-0.04', '+0.01', '+0.06', '-0.08', '-0.13', '+0.08', '+0.00', '+0.00', 2]
['-0.04', '+0.01', '+0.05', '-0.09', '-0.11', '+0.34', '+1.00', '+0.00', 0]
['-0.04', '+0.01', '+0.05', '-0.11', '-0.09', '+0.41', '+1.00', '+0.00', 0]
['-0.04', '+0.01', '+0.05', '-0.08', '-0.07', '+0.40', '+1.00', '+0.00', 2]
['-0.04', '+0.00', '+0.05', '-0.10', '-0.05', '+0.40', '+1.00', '+0.00', 0]
['-0.03', '+0.00', '+0.04', '-0.09', '-0.03', '+0.39', '+1.00', '+0.00', 2]
['-0.03', '+0.00', '+0.04', '-0.11', '-0.01', '+0.39', '+0.00', '+0.00', 0]
['-0.03', '-0.00', '+0.05', '-0.14', '+0.01', '+0.35', '+0.00', '+1.00', 3]
['-0.03', '-0.00', '+0.06', '-0.07', '+0.02', '+0.23', '+1.00', '+1.00', 2]
['-0.03', '-0.00', '+0.05', '-0.05', '+0.03', '+0.17', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.04', '-0.03', '+0.03', '+0.10', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.03', '-0.01', '+0.04', '+0.03', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.02', '+0.01', '+0.03', '-0.03', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.02', '+0.02', '+0.03', '-0.08', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.02', '+0.03', '+0.02', '-0.11', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.02', '+0.04', '+0.02', '-0.12', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.02', '+0.03', '+0.01', '-0.11', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.02', '+0.03', '+0.01', '-0.10', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.02', '+0.02', '+0.00', '-0.07', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.02', '+0.02', '+0.00', '-0.05', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.02', '+0.01', '-0.00', '-0.04', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.01', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.01', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.00', '+0.94', '-0.02', '-0.03', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.94', '-0.02', '-0.06', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.94', '-0.02', '-0.09', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.94', '-0.02', '-0.11', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.93', '-0.02', '-0.14', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.93', '-0.02', '-0.17', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.93', '-0.02', '-0.19', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.93', '-0.02', '-0.22', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.92', '-0.02', '-0.25', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.92', '-0.02', '-0.27', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.91', '-0.02', '-0.30', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.91', '-0.02', '-0.33', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.90', '-0.02', '-0.35', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.90', '-0.02', '-0.38', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.89', '-0.02', '-0.41', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.88', '-0.02', '-0.43', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.88', '-0.02', '-0.46', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.87', '-0.02', '-0.49', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.86', '-0.02', '-0.51', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.85', '-0.02', '-0.54', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.85', '-0.02', '-0.57', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.84', '-0.02', '-0.59', '+0.00', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.83', '-0.02', '-0.62', '+0.01', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.82', '-0.02', '-0.65', '+0.01', '+0.00', '+0.00', '+0.00', 0]
['-0.00', '+0.81', '-0.02', '-0.67', '+0.01', '+0.00', '+0.00', '+0.00', 0]
['-0.01', '+0.80', '-0.02', '-0.70', '+0.01', '+0.00', '+0.00', '+0.00', 0]
['-0.01', '+0.79', '-0.02', '-0.73', '+0.01', '+0.00', '+0.00', '+0.00', 0]
['-0.01', '+0.78', '-0.02', '-0.75', '+0.01', '+0.00', '+0.00', '+0.00', 0]
['-0.01', '+0.76', '-0.02', '-0.78', '+0.01', '+0.00', '+0.00', '+0.00', 0]
['-0.01', '+0.75', '-0.02', '-0.81', '+0.01', '+0.00', '+0.00', '+0.00', 0]
['-0.01', '+0.74', '-0.02', '-0.83', '+0.01', '+0.00', '+0.00', '+0.00', 0]
['-0.01', '+0.73', '-0.02', '-0.86', '+0.01', '+0.00', '+0.00', '+0.00', 0]
['-0.01', '+0.71', '-0.01', '-0.82', '+0.01', '+0.01', '+0.00', '+0.00', 2]
['-0.01', '+0.70', '+0.00', '-0.78', '+0.01', '+0.03', '+0.00', '+0.00', 2]
['-0.01', '+0.69', '+0.00', '-0.81', '+0.01', '+0.03', '+0.00', '+0.00', 0]
['-0.01', '+0.68', '+0.01', '-0.78', '+0.01', '+0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.67', '+0.01', '-0.78', '+0.01', '+0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.66', '+0.02', '-0.75', '+0.02', '+0.05', '+0.00', '+0.00', 2]
['-0.01', '+0.64', '+0.02', '-0.77', '+0.02', '+0.05', '+0.00', '+0.00', 0]
['-0.01', '+0.63', '+0.03', '-0.77', '+0.02', '+0.06', '+0.00', '+0.00', 2]
['-0.00', '+0.62', '+0.03', '-0.76', '+0.03', '+0.06', '+0.00', '+0.00', 2]
['-0.00', '+0.61', '+0.05', '-0.74', '+0.03', '+0.08', '+0.00', '+0.00', 2]
['-0.00', '+0.60', '+0.06', '-0.77', '+0.03', '+0.05', '+0.00', '+0.00', 3]
['-0.00', '+0.59', '+0.07', '-0.76', '+0.03', '+0.06', '+0.00', '+0.00', 2]
['-0.00', '+0.58', '+0.05', '-0.73', '+0.04', '+0.05', '+0.00', '+0.00', 2]
['-0.00', '+0.57', '+0.06', '-0.71', '+0.04', '+0.06', '+0.00', '+0.00', 2]
['-0.00', '+0.55', '+0.07', '-0.69', '+0.04', '+0.06', '+0.00', '+0.00', 2]
['-0.00', '+0.54', '+0.06', '-0.66', '+0.05', '+0.07', '+0.00', '+0.00', 2]
['+0.00', '+0.53', '+0.07', '-0.68', '+0.05', '+0.02', '+0.00', '+0.00', 3]
['+0.00', '+0.52', '+0.07', '-0.67', '+0.05', '+0.02', '+0.00', '+0.00', 2]
['+0.00', '+0.52', '+0.05', '-0.63', '+0.05', '+0.01', '+0.00', '+0.00', 2]
