['-0.10', '+0.41', '-0.03', '-0.28', 1]
['+0.04', '+0.02', '-0.02', '-0.08', 1]
['+0.04', '-0.18', '-0.02', '+0.21', 0]
['+0.04', '+0.02', '-0.01', '-0.09', 1]
['+0.04', '-0.18', '-0.02', '+0.20', 0]
['+0.04', '+0.02', '-0.01', '-0.10', 1]
['+0.04', '-0.18', '-0.01', '+0.19', 0]
['+0.03', '+0.02', '-0.01', '-0.11', 1]
['+0.03', '-0.18', '-0.01', '+0.18', 0]
['+0.03', '+0.02', '-0.01', '-0.11', 1]
['+0.03', '-0.18', '-0.01', '+0.18', 0]
['+0.03', '+0.02', '-0.01', '-0.12', 1]
['+0.03', '-0.18', '-0.01', '+0.17', 0]
['+0.02', '+0.02', '-0.01', '-0.12', 1]
['+0.02', '-0.18', '-0.01', '+0.17', 0]
['+0.02', '+0.02', '-0.01', '-0.13', 1]
['+0.02', '-0.18', '-0.01', '+0.16', 0]
['+0.02', '+0.02', '-0.00', '-0.13', 1]
['+0.02', '-0.18', '-0.01', '+0.16', 0]
['+0.01', '+0.02', '-0.00', '-0.14', 1]
['+0.01', '-0.18', '-0.01', '+0.15', 0]
['+0.01', '+0.02', '-0.00', '-0.14', 1]
['+0.01', '-0.18', '-0.01', '+0.15', 0]
['+0.01', '+0.02', '-0.00', '-0.14', 1]
['+0.01', '-0.18', '-0.01', '+0.15', 0]
['+0.00', '+0.02', '-0.00', '-0.15', 1]
['+0.00', '-0.18', '-0.01', '+0.14', 0]
['+0.00', '+0.02', '-0.00', '-0.15', 1]
['+0.00', '-0.18', '-0.01', '+0.14', 0]
['-0.00', '+0.02', '-0.00', '-0.15', 1]
['-0.00', '-0.18', '-0.01', '+0.14', 0]
['-0.00', '+0.02', '-0.00', '-0.16', 1]
['-0.00', '-0.18', '-0.01', '+0.13', 0]
['-0.01', '+0.02', '-0.00', '-0.16', 1]
['-0.01', '-0.18', '-0.01', '+0.13', 0]
['-0.01', '+0.02', '-0.01', '-0.17', 1]
['-0.01', '-0.18', '-0.01', '+0.13', 0]
['-0.01', '+0.02', '-0.01', '-0.17', 1]
['-0.01', '-0.17', '-0.01', '+0.12', 0]
['-0.02', '+0.02', '-0.01', '-0.17', 1]
['-0.02', '-0.17', '-0.01', '+0.12', 0]
['-0.02', '+0.02', '-0.01', '-0.18', 1]
['-0.02', '-0.17', '-0.01', '+0.11', 0]
['-0.02', '+0.02', '-0.01', '-0.19', 1]
['-0.02', '-0.17', '-0.01', '+0.10', 0]
