['-0.23', '+0.18', '-0.02', '-0.07', 1]
['-0.38', '+0.22', '+0.03', '-0.05', 0]
['-0.37', '+0.41', '+0.03', '-0.34', 1]
['-0.36', '+0.22', '+0.02', '-0.03', 0]
['-0.36', '+0.41', '+0.02', '-0.32', 1]
['-0.35', '+0.22', '+0.01', '-0.02', 0]
['-0.35', '+0.41', '+0.01', '-0.31', 1]
['-0.34', '+0.22', '+0.01', '-0.01', 0]
['-0.33', '+0.41', '+0.01', '-0.30', 1]
['-0.32', '+0.22', '+0.00', '-0.01', 0]
['-0.32', '+0.41', '-0.00', '-0.30', 1]
['-0.31', '+0.22', '-0.01', '-0.01', 0]
['-0.31', '+0.41', '-0.01', '-0.30', 1]
['-0.30', '+0.22', '-0.01', '-0.01', 0]
['-0.30', '+0.41', '-0.01', '-0.31', 1]
['-0.29', '+0.22', '-0.02', '-0.02', 0]
['-0.28', '+0.41', '-0.02', '-0.32', 1]
['-0.27', '+0.22', '-0.03', '-0.03', 0]
['-0.27', '+0.41', '-0.03', '-0.33', 1]
['-0.26', '+0.22', '-0.03', '-0.05', 0]
['-0.26', '+0.41', '-0.03', '-0.35', 1]
['-0.25', '+0.22', '-0.04', '-0.07', 0]
['-0.24', '+0.41', '-0.04', '-0.38', 1]
['-0.24', '+0.22', '-0.05', '-0.10', 0]
['-0.23', '+0.03', '-0.05', '+0.18', 0]
['-0.23', '+0.22', '-0.05', '-0.13', 1]
['-0.23', '+0.03', '-0.05', '+0.15', 0]
['-0.23', '+0.22', '-0.05', '-0.16', 1]
['-0.22', '+0.03', '-0.05', '+0.12', 0]
['-0.22', '+0.22', '-0.05', '-0.19', 1]
['-0.22', '+0.03', '-0.05', '+0.08', 0]
['-0.22', '+0.23', '-0.05', '-0.22', 1]
['-0.21', '+0.03', '-0.06', '+0.05', 0]
['-0.21', '+0.23', '-0.05', '-0.26', 1]
['-0.21', '+0.03', '-0.06', '+0.02', 0]
['-0.21', '+0.23', '-0.06', '-0.29', 1]
['-0.20', '+0.03', '-0.07', '-0.02', 0]
['-0.20', '-0.16', '-0.07', '+0.25', 0]
['-0.20', '+0.04', '-0.06', '-0.06', 1]
['-0.20', '-0.16', '-0.06', '+0.21', 0]
['-0.21', '+0.04', '-0.06', '-0.10', 1]
['-0.21', '-0.16', '-0.06', '+0.17', 0]
['-0.21', '+0.04', '-0.06', '-0.14', 1]
['-0.21', '-0.15', '-0.06', '+0.14', 0]
['-0.21', '+0.04', '-0.06', '-0.17', 1]
['-0.21', '-0.15', '-0.06', '+0.10', 0]
['-0.21', '+0.04', '-0.06', '-0.21', 1]
['-0.21', '-0.15', '-0.06', '+0.06', 0]
['-0.22', '+0.05', '-0.06', '-0.25', 1]
['-0.21', '-0.15', '-0.07', '+0.02', 0]
['-0.22', '-0.34', '-0.07', '+0.30', 0]
['-0.22', '-0.15', '-0.06', '-0.02', 1]
['-0.23', '-0.34', '-0.06', '+0.26', 0]
['-0.23', '-0.15', '-0.05', '-0.05', 1]
['-0.24', '-0.34', '-0.06', '+0.22', 0]
['-0.24', '-0.14', '-0.05', '-0.09', 1]
['-0.25', '-0.34', '-0.05', '+0.19', 0]
['-0.25', '-0.14', '-0.05', '-0.12', 1]
['-0.26', '-0.34', '-0.05', '+0.15', 0]
['-0.26', '-0.14', '-0.05', '-0.15', 1]
['-0.27', '-0.34', '-0.05', '+0.12', 0]
['-0.27', '-0.14', '-0.05', '-0.19', 1]
['-0.28', '-0.33', '-0.05', '+0.09', 0]
['-0.28', '-0.53', '-0.05', '+0.37', 0]
['-0.29', '-0.33', '-0.04', '+0.06', 1]
['-0.30', '-0.53', '-0.04', '+0.34', 0]
['-0.31', '-0.33', '-0.04', '+0.03', 1]
['-0.32', '-0.53', '-0.04', '+0.31', 0]
['-0.33', '-0.33', '-0.03', '+0.01', 1]
['-0.33', '-0.52', '-0.03', '+0.29', 0]
['-0.34', '-0.33', '-0.02', '-0.01', 1]
['-0.35', '-0.52', '-0.02', '+0.28', 0]
['-0.36', '-0.33', '-0.02', '-0.02', 1]
['-0.37', '-0.52', '-0.02', '+0.26', 0]
['-0.38', '-0.33', '-0.01', '-0.04', 1]
['-0.38', '-0.52', '-0.01', '+0.25', 0]
['-0.40', '-0.33', '-0.01', '-0.04', 1]
['-0.40', '-0.52', '-0.01', '+0.25', 0]
['-0.41', '-0.33', '-0.00', '-0.05', 1]
['-0.42', '-0.52', '-0.01', '+0.24', 0]
['-0.43', '-0.33', '-0.00', '-0.05', 1]
['-0.44', '-0.52', '-0.00', '+0.24', 0]
['-0.45', '-0.33', '+0.00', '-0.05', 1]
['-0.45', '-0.52', '+0.00', '+0.24', 0]
['-0.46', '-0.33', '+0.01', '-0.05', 1]
['-0.47', '-0.52', '+0.01', '+0.24', 0]
['-0.48', '-0.33', '+0.01', '-0.05', 1]
['-0.49', '-0.52', '+0.01', '+0.25', 0]
['-0.50', '-0.33', '+0.01', '-0.04', 1]
['-0.50', '-0.52', '+0.01', '+0.26', 0]
['-0.51', '-0.33', '+0.02', '-0.03', 1]
['-0.52', '-0.52', '+0.02', '+0.27', 0]
['-0.53', '-0.33', '+0.02', '-0.02', 1]
['+0.04', '+0.20', '-0.01', '-0.27', 1]
['+0.04', '+0.00', '-0.01', '+0.02', 0]
['+0.04', '+0.20', '-0.01', '-0.28', 1]
['+0.05', '+0.00', '-0.02', '+0.01', 0]
['+0.05', '+0.20', '-0.02', '-0.29', 1]
['+0.05', '+0.01', '-0.02', '-0.00', 0]
['+0.05', '+0.20', '-0.02', '-0.30', 1]
['+0.05', '+0.01', '-0.03', '-0.02', 0]
['+0.05', '+0.20', '-0.03', '-0.32', 1]
['+0.06', '+0.01', '-0.04', '-0.04', 0]
['+0.06', '-0.19', '-0.04', '+0.24', 0]
['+0.05', '+0.01', '-0.03', '-0.06', 1]
['+0.05', '-0.19', '-0.03', '+0.22', 0]
['+0.05', '+0.01', '-0.03', '-0.08', 1]
['+0.05', '-0.19', '-0.03', '+0.20', 0]
['+0.05', '+0.01', '-0.03', '-0.10', 1]
['+0.05', '-0.18', '-0.03', '+0.18', 0]
['+0.04', '+0.01', '-0.03', '-0.12', 1]
['+0.04', '-0.18', '-0.03', '+0.16', 0]
['+0.04', '+0.01', '-0.02', '-0.14', 1]
['+0.04', '-0.18', '-0.03', '+0.15', 0]
['+0.04', '+0.01', '-0.02', '-0.15', 1]
['+0.04', '-0.18', '-0.03', '+0.13', 0]
['+0.03', '+0.01', '-0.03', '-0.17', 1]
['+0.03', '-0.18', '-0.03', '+0.11', 0]
['+0.03', '+0.01', '-0.03', '-0.19', 1]
['+0.03', '-0.18', '-0.03', '+0.10', 0]
['+0.03', '+0.01', '-0.03', '-0.20', 1]
['+0.03', '-0.18', '-0.03', '+0.08', 0]
['+0.02', '+0.02', '-0.03', '-0.22', 1]
['+0.02', '-0.18', '-0.04', '+0.06', 0]
['+0.02', '+0.02', '-0.03', '-0.24', 1]
['+0.02', '-0.18', '-0.04', '+0.04', 0]
['+0.02', '+0.02', '-0.04', '-0.27', 1]
['+0.02', '-0.18', '-0.04', '+0.01', 0]
['+0.01', '-0.37', '-0.04', '+0.29', 0]
['+0.01', '-0.18', '-0.04', '-0.01', 1]
['+0.00', '-0.37', '-0.04', '+0.27', 0]
['-0.00', '-0.17', '-0.03', '-0.04', 1]
['-0.01', '-0.37', '-0.03', '+0.24', 0]
['-0.02', '-0.17', '-0.03', '-0.06', 1]
['-0.02', '-0.37', '-0.03', '+0.23', 0]
['-0.03', '-0.17', '-0.02', '-0.08', 1]
['-0.03', '-0.37', '-0.03', '+0.21', 0]
['-0.04', '-0.17', '-0.02', '-0.09', 1]
['-0.04', '-0.37', '-0.02', '+0.19', 0]
['-0.05', '-0.17', '-0.02', '-0.11', 1]
['-0.05', '-0.37', '-0.02', '+0.18', 0]
['-0.06', '-0.17', '-0.02', '-0.12', 1]
['-0.06', '-0.37', '-0.02', '+0.17', 0]
['-0.07', '-0.17', '-0.02', '-0.13', 1]
['-0.07', '-0.37', '-0.02', '+0.16', 0]
['-0.08', '-0.17', '-0.02', '-0.14', 1]
['-0.08', '-0.37', '-0.02', '+0.14', 0]
['-0.09', '-0.17', '-0.02', '-0.16', 1]
['-0.09', '-0.36', '-0.02', '+0.13', 0]
['-0.10', '-0.17', '-0.02', '-0.17', 1]
['-0.10', '-0.36', '-0.02', '+0.12', 0]
['-0.11', '-0.17', '-0.02', '-0.18', 1]
['-0.12', '-0.36', '-0.02', '+0.11', 0]
['-0.12', '-0.17', '-0.02', '-0.19', 1]
['-0.13', '-0.36', '-0.02', '+0.09', 0]
['-0.13', '-0.17', '-0.02', '-0.21', 1]
['-0.14', '-0.36', '-0.03', '+0.08', 0]
['-0.14', '-0.17', '-0.02', '-0.22', 1]
['-0.15', '-0.36', '-0.03', '+0.06', 0]
['-0.15', '-0.17', '-0.03', '-0.24', 1]
['-0.16', '-0.36', '-0.03', '+0.05', 0]
['-0.16', '-0.56', '-0.03', '+0.33', 0]
['-0.18', '-0.36', '-0.02', '+0.03', 1]
['-0.18', '-0.55', '-0.02', '+0.31', 0]
['-0.19', '-0.36', '-0.02', '+0.01', 1]
['-0.20', '-0.55', '-0.02', '+0.30', 0]
['-0.21', '-0.36', '-0.01', '-0.00', 1]
['-0.22', '-0.55', '-0.01', '+0.29', 0]
['-0.23', '-0.36', '-0.01', '-0.01', 1]
['-0.24', '-0.55', '-0.01', '+0.28', 0]
['-0.25', '-0.36', '-0.00', '-0.01', 1]
['-0.26', '-0.55', '-0.00', '+0.28', 0]
['-0.27', '-0.36', '+0.00', '-0.01', 1]
['-0.27', '-0.55', '+0.00', '+0.28', 0]
['-0.29', '-0.36', '+0.01', '-0.01', 1]
['-0.29', '-0.55', '+0.01', '+0.29', 0]
['-0.30', '-0.36', '+0.02', '-0.00', 1]
['-0.31', '-0.55', '+0.02', '+0.29', 0]
