['+0.01', '+0.95', '+0.73', '+0.32', '-0.01', '-0.13', '+0.00', '+0.00', 1]
['+0.39', '+0.62', '+0.36', '-0.53', '+0.34', '+0.08', '+0.00', '+0.00', 2]
['+0.39', '+0.61', '+0.34', '-0.53', '+0.35', '+0.07', '+0.00', '+0.00', 2]
['+0.39', '+0.61', '+0.32', '-0.50', '+0.35', '+0.08', '+0.00', '+0.00', 2]
['+0.40', '+0.60', '+0.29', '-0.49', '+0.35', '+0.08', '+0.00', '+0.00', 2]
['+0.40', '+0.59', '+0.28', '-0.47', '+0.36', '+0.09', '+0.00', '+0.00', 2]
['+0.40', '+0.58', '+0.29', '-0.49', '+0.36', '+0.05', '+0.00', '+0.00', 3]
['+0.40', '+0.58', '+0.26', '-0.46', '+0.36', '+0.04', '+0.00', '+0.00', 2]
['+0.41', '+0.57', '+0.25', '-0.44', '+0.37', '+0.06', '+0.00', '+0.00', 2]
['+0.41', '+0.56', '+0.25', '-0.47', '+0.37', '+0.06', '+0.00', '+0.00', 0]
['+0.41', '+0.56', '+0.24', '-0.47', '+0.37', '+0.06', '+0.00', '+0.00', 2]
['+0.41', '+0.55', '+0.22', '-0.45', '+0.37', '+0.07', '+0.00', '+0.00', 2]
['+0.42', '+0.54', '+0.21', '-0.44', '+0.38', '+0.08', '+0.00', '+0.00', 2]
['+0.42', '+0.54', '+0.22', '-0.47', '+0.38', '+0.03', '+0.00', '+0.00', 3]
['+0.42', '+0.53', '+0.22', '-0.47', '+0.38', '+0.05', '+0.00', '+0.00', 2]
['+0.42', '+0.52', '+0.19', '-0.47', '+0.38', '+0.03', '+0.00', '+0.00', 2]
['+0.42', '+0.52', '+0.16', '-0.43', '+0.39', '+0.04', '+0.00', '+0.00', 2]
['+0.42', '+0.51', '+0.13', '-0.40', '+0.39', '+0.05', '+0.00', '+0.00', 2]
['+0.43', '+0.50', '+0.14', '-0.43', '+0.39', '+0.00', '+0.00', '+0.00', 3]
['+0.43', '+0.50', '+0.12', '-0.41', '+0.39', '+0.00', '+0.00', '+0.00', 2]
['+0.43', '+0.49', '+0.09', '-0.42', '+0.39', '-0.01', '+0.00', '+0.00', 2]
['+0.43', '+0.48', '+0.05', '-0.40', '+0.39', '-0.02', '+0.00', '+0.00', 2]
['+0.43', '+0.48', '+0.03', '-0.39', '+0.39', '-0.02', '+0.00', '+0.00', 2]
['+0.43', '+0.47', '+0.02', '-0.37', '+0.39', '-0.00', '+0.00', '+0.00', 2]
['+0.43', '+0.47', '+0.03', '-0.39', '+0.38', '-0.05', '+0.00', '+0.00', 3]
['+0.43', '+0.46', '-0.01', '-0.39', '+0.38', '-0.07', '+0.00', '+0.00', 2]
['+0.43', '+0.46', '-0.03', '-0.38', '+0.38', '-0.07', '+0.00', '+0.00', 2]
['+0.43', '+0.45', '-0.09', '-0.35', '+0.37', '-0.09', '+0.00', '+0.00', 2]
['+0.43', '+0.45', '-0.14', '-0.32', '+0.37', '-0.10', '+0.00', '+0.00', 2]
['+0.42', '+0.44', '-0.17', '-0.30', '+0.36', '-0.11', '+0.00', '+0.00', 2]
['+0.42', '+0.44', '-0.16', '-0.32', '+0.35', '-0.15', '+0.00', '+0.00', 3]
['+0.42', '+0.43', '-0.18', '-0.31', '+0.35', '-0.16', '+0.00', '+0.00', 2]
['+0.42', '+0.43', '-0.20', '-0.27', '+0.34', '-0.14', '+0.00', '+0.00', 2]
['+0.42', '+0.42', '-0.20', '-0.30', '+0.33', '-0.14', '+0.00', '+0.00', 0]
['+0.41', '+0.42', '-0.22', '-0.27', '+0.33', '-0.14', '+0.00', '+0.00', 2]
['+0.41', '+0.42', '-0.22', '-0.29', '+0.32', '-0.14', '+0.00', '+0.00', 0]
['+0.41', '+0.41', '-0.23', '-0.29', '+0.31', '-0.12', '+0.00', '+0.00', 2]
['+0.41', '+0.41', '-0.25', '-0.25', '+0.31', '-0.12', '+0.00', '+0.00', 2]
['+0.40', '+0.40', '-0.25', '-0.27', '+0.30', '-0.15', '+0.00', '+0.00', 3]
['+0.40', '+0.40', '-0.25', '-0.30', '+0.29', '-0.15', '+0.00', '+0.00', 0]
['+0.40', '+0.39', '-0.27', '-0.30', '+0.28', '-0.17', '+0.00', '+0.00', 2]
['+0.40', '+0.39', '-0.29', '-0.26', '+0.28', '-0.16', '+0.00', '+0.00', 2]
['+0.39', '+0.39', '-0.29', '-0.29', '+0.27', '-0.16', '+0.00', '+0.00', 0]
['+0.39', '+0.38', '-0.30', '-0.29', '+0.26', '-0.16', '+0.00', '+0.00', 2]
['+0.39', '+0.38', '-0.33', '-0.25', '+0.25', '-0.16', '+0.00', '+0.00', 2]
['+0.38', '+0.37', '-0.33', '-0.27', '+0.24', '-0.16', '+0.00', '+0.00', 0]
['+0.38', '+0.37', '-0.34', '-0.25', '+0.24', '-0.16', '+0.00', '+0.00', 2]
['+0.38', '+0.37', '-0.34', '-0.28', '+0.23', '-0.16', '+0.00', '+0.00', 0]
['+0.37', '+0.36', '-0.36', '-0.25', '+0.22', '-0.15', '+0.00', '+0.00', 2]
['+0.37', '+0.36', '-0.36', '-0.27', '+0.21', '-0.15', '+0.00', '+0.00', 0]
['+0.37', '+0.35', '-0.36', '-0.24', '+0.21', '-0.14', '+0.00', '+0.00', 2]
['+0.36', '+0.35', '-0.35', '-0.27', '+0.20', '-0.18', '+0.00', '+0.00', 3]
['+0.36', '+0.35', '-0.36', '-0.25', '+0.19', '-0.17', '+0.00', '+0.00', 2]
['+0.35', '+0.34', '-0.36', '-0.23', '+0.18', '-0.16', '+0.00', '+0.00', 2]
['+0.35', '+0.34', '-0.36', '-0.26', '+0.17', '-0.16', '+0.00', '+0.00', 0]
['+0.35', '+0.34', '-0.39', '-0.23', '+0.16', '-0.17', '+0.00', '+0.00', 2]
['+0.34', '+0.33', '-0.39', '-0.25', '+0.16', '-0.17', '+0.00', '+0.00', 0]
['+0.34', '+0.33', '-0.40', '-0.22', '+0.15', '-0.17', '+0.00', '+0.00', 2]
['+0.34', '+0.32', '-0.40', '-0.25', '+0.14', '-0.17', '+0.00', '+0.00', 0]
['+0.33', '+0.32', '-0.42', '-0.22', '+0.13', '-0.18', '+0.00', '+0.00', 2]
['+0.33', '+0.32', '-0.42', '-0.24', '+0.12', '-0.18', '+0.00', '+0.00', 0]
['+0.32', '+0.31', '-0.44', '-0.22', '+0.11', '-0.19', '+0.00', '+0.00', 2]
['+0.32', '+0.31', '-0.44', '-0.25', '+0.10', '-0.19', '+0.00', '+0.00', 0]
['+0.31', '+0.31', '-0.44', '-0.24', '+0.09', '-0.19', '+0.00', '+0.00', 2]
['+0.31', '+0.30', '-0.45', '-0.21', '+0.08', '-0.18', '+0.00', '+0.00', 2]
['+0.30', '+0.30', '-0.45', '-0.24', '+0.07', '-0.18', '+0.00', '+0.00', 0]
['+0.30', '+0.30', '-0.46', '-0.23', '+0.06', '-0.19', '+0.00', '+0.00', 2]
['+0.29', '+0.29', '-0.46', '-0.25', '+0.05', '-0.19', '+0.00', '+0.00', 0]
['+0.29', '+0.29', '-0.46', '-0.26', '+0.05', '-0.19', '+0.00', '+0.00', 2]
['+0.28', '+0.28', '-0.48', '-0.24', '+0.04', '-0.20', '+0.00', '+0.00', 2]
['+0.28', '+0.28', '-0.48', '-0.23', '+0.02', '-0.21', '+0.00', '+0.00', 2]
['+0.27', '+0.28', '-0.48', '-0.21', '+0.01', '-0.20', '+0.00', '+0.00', 2]
['+0.27', '+0.27', '-0.48', '-0.23', '+0.00', '-0.20', '+0.00', '+0.00', 0]
['+0.26', '+0.27', '-0.50', '-0.20', '-0.01', '-0.22', '+0.00', '+0.00', 2]
['+0.26', '+0.27', '-0.50', '-0.23', '-0.02', '-0.22', '+0.00', '+0.00', 0]
['+0.25', '+0.27', '-0.48', '-0.20', '-0.03', '-0.20', '+0.00', '+0.00', 2]
['+0.25', '+0.26', '-0.48', '-0.23', '-0.04', '-0.20', '+0.00', '+0.00', 0]
['+0.25', '+0.26', '-0.47', '-0.22', '-0.05', '-0.19', '+0.00', '+0.00', 2]
['+0.24', '+0.25', '-0.47', '-0.25', '-0.06', '-0.19', '+0.00', '+0.00', 0]
['+0.24', '+0.25', '-0.47', '-0.21', '-0.07', '-0.20', '+0.00', '+0.00', 2]
['+0.23', '+0.25', '-0.48', '-0.23', '-0.07', '-0.15', '+0.00', '+0.00', 1]
['+0.23', '+0.25', '-0.46', '-0.20', '-0.08', '-0.13', '+0.00', '+0.00', 2]
['+0.22', '+0.24', '-0.46', '-0.22', '-0.09', '-0.13', '+0.00', '+0.00', 0]
['+0.22', '+0.24', '-0.45', '-0.19', '-0.09', '-0.13', '+0.00', '+0.00', 2]
['+0.21', '+0.24', '-0.45', '-0.22', '-0.10', '-0.13', '+0.00', '+0.00', 0]
['+0.21', '+0.23', '-0.45', '-0.24', '-0.11', '-0.13', '+0.00', '+0.00', 0]
['+0.20', '+0.23', '-0.43', '-0.23', '-0.11', '-0.12', '+0.00', '+0.00', 2]
['+0.20', '+0.23', '-0.44', '-0.22', '-0.12', '-0.13', '+0.00', '+0.00', 2]
['+0.19', '+0.22', '-0.42', '-0.18', '-0.13', '-0.13', '+0.00', '+0.00', 2]
['+0.19', '+0.22', '-0.42', '-0.21', '-0.13', '-0.13', '+0.00', '+0.00', 0]
['+0.19', '+0.22', '-0.42', '-0.24', '-0.14', '-0.13', '+0.00', '+0.00', 0]
['+0.18', '+0.21', '-0.43', '-0.22', '-0.15', '-0.14', '+0.00', '+0.00', 2]
['+0.18', '+0.21', '-0.42', '-0.22', '-0.15', '-0.14', '+0.00', '+0.00', 2]
['+0.17', '+0.21', '-0.42', '-0.20', '-0.16', '-0.15', '+0.00', '+0.00', 2]
['+0.17', '+0.20', '-0.43', '-0.22', '-0.17', '-0.11', '+0.00', '+0.00', 1]
['+0.16', '+0.20', '-0.43', '-0.19', '-0.17', '-0.12', '+0.00', '+0.00', 2]
['+0.16', '+0.20', '-0.43', '-0.21', '-0.18', '-0.12', '+0.00', '+0.00', 0]
['+0.16', '+0.19', '-0.40', '-0.20', '-0.18', '-0.10', '+0.00', '+0.00', 2]
['+0.15', '+0.19', '-0.40', '-0.23', '-0.19', '-0.10', '+0.00', '+0.00', 0]
['+0.15', '+0.19', '-0.37', '-0.20', '-0.19', '-0.09', '+0.00', '+0.00', 2]
['+0.14', '+0.18', '-0.37', '-0.22', '-0.20', '-0.09', '+0.00', '+0.00', 0]
['+0.14', '+0.18', '-0.35', '-0.20', '-0.20', '-0.09', '+0.00', '+0.00', 2]
['+0.14', '+0.18', '-0.35', '-0.23', '-0.20', '-0.09', '+0.00', '+0.00', 0]
['+0.13', '+0.18', '-0.32', '-0.20', '-0.21', '-0.07', '+0.00', '+0.00', 2]
['+0.13', '+0.17', '-0.32', '-0.21', '-0.21', '-0.08', '+0.00', '+0.00', 2]
['+0.13', '+0.17', '-0.33', '-0.23', '-0.21', '-0.05', '+0.00', '+0.00', 1]
['+0.12', '+0.17', '-0.30', '-0.20', '-0.22', '-0.04', '+0.00', '+0.00', 2]
['+0.12', '+0.16', '-0.29', '-0.19', '-0.22', '-0.04', '+0.00', '+0.00', 2]
['+0.12', '+0.16', '-0.29', '-0.22', '-0.22', '-0.04', '+0.00', '+0.00', 0]
['+0.12', '+0.16', '-0.27', '-0.19', '-0.22', '-0.04', '+0.00', '+0.00', 2]
['+0.11', '+0.15', '-0.27', '-0.21', '-0.22', '-0.04', '+0.00', '+0.00', 0]
['+0.11', '+0.15', '-0.27', '-0.21', '-0.23', '-0.05', '+0.00', '+0.00', 2]
['+0.11', '+0.15', '-0.26', '-0.19', '-0.23', '-0.06', '+0.00', '+0.00', 2]
['+0.11', '+0.14', '-0.27', '-0.21', '-0.23', '-0.02', '+0.00', '+0.00', 1]
['+0.10', '+0.14', '-0.25', '-0.19', '-0.23', '-0.01', '+0.00', '+0.00', 2]
['+0.10', '+0.14', '-0.23', '-0.16', '-0.23', '-0.01', '+0.00', '+0.00', 2]
['+0.10', '+0.14', '-0.23', '-0.19', '-0.23', '-0.01', '+0.00', '+0.00', 0]
['+0.10', '+0.13', '-0.21', '-0.17', '-0.23', '-0.01', '+0.00', '+0.00', 2]
['+0.09', '+0.13', '-0.21', '-0.20', '-0.23', '-0.01', '+0.00', '+0.00', 0]
['+0.09', '+0.13', '-0.19', '-0.20', '-0.23', '+0.00', '+0.00', '+0.00', 2]
['+0.09', '+0.13', '-0.18', '-0.16', '-0.23', '-0.01', '+0.00', '+0.00', 2]
['+0.09', '+0.12', '-0.19', '-0.18', '-0.23', '+0.03', '+0.00', '+0.00', 1]
['+0.09', '+0.12', '-0.16', '-0.15', '-0.23', '+0.04', '+0.00', '+0.00', 2]
['+0.09', '+0.12', '-0.16', '-0.18', '-0.23', '+0.04', '+0.00', '+0.00', 0]
['+0.08', '+0.12', '-0.15', '-0.15', '-0.23', '+0.03', '+0.00', '+0.00', 2]
['+0.08', '+0.11', '-0.15', '-0.17', '-0.22', '+0.03', '+0.00', '+0.00', 0]
['+0.08', '+0.11', '-0.13', '-0.17', '-0.22', '+0.04', '+0.00', '+0.00', 2]
['+0.08', '+0.11', '-0.12', '-0.18', '-0.22', '+0.04', '+0.00', '+0.00', 2]
['+0.08', '+0.11', '-0.11', '-0.16', '-0.22', '+0.04', '+0.00', '+0.00', 2]
['+0.08', '+0.10', '-0.11', '-0.17', '-0.22', '+0.03', '+0.00', '+0.00', 2]
['+0.08', '+0.10', '-0.10', '-0.14', '-0.22', '+0.02', '+0.00', '+0.00', 2]
['+0.08', '+0.10', '-0.11', '-0.17', '-0.21', '+0.06', '+0.00', '+0.00', 1]
['+0.07', '+0.10', '-0.10', '-0.15', '-0.21', '+0.05', '+0.00', '+0.00', 2]
['+0.07', '+0.09', '-0.10', '-0.17', '-0.21', '+0.05', '+0.00', '+0.00', 0]
['+0.07', '+0.09', '-0.07', '-0.15', '-0.21', '+0.06', '+0.00', '+0.00', 2]
['+0.07', '+0.09', '-0.05', '-0.12', '-0.20', '+0.07', '+0.00', '+0.00', 2]
['+0.07', '+0.09', '-0.05', '-0.15', '-0.20', '+0.07', '+0.00', '+0.00', 0]
['+0.07', '+0.08', '-0.05', '-0.17', '-0.20', '+0.07', '+0.00', '+0.00', 0]
['+0.07', '+0.08', '-0.03', '-0.15', '-0.19', '+0.07', '+0.00', '+0.00', 2]
['+0.07', '+0.08', '-0.01', '-0.12', '-0.19', '+0.07', '+0.00', '+0.00', 2]
['+0.07', '+0.08', '-0.01', '-0.15', '-0.19', '+0.07', '+0.00', '+0.00', 0]
['+0.07', '+0.08', '-0.01', '-0.13', '-0.18', '+0.07', '+0.00', '+0.00', 2]
['+0.07', '+0.07', '-0.01', '-0.16', '-0.18', '+0.07', '+0.00', '+0.00', 0]
['+0.07', '+0.07', '+0.01', '-0.16', '-0.18', '+0.08', '+0.00', '+0.00', 2]
['+0.07', '+0.07', '+0.01', '-0.14', '-0.17', '+0.06', '+0.00', '+0.00', 2]
['+0.07', '+0.07', '+0.02', '-0.11', '-0.17', '+0.06', '+0.00', '+0.00', 2]
['+0.07', '+0.07', '+0.01', '-0.13', '-0.16', '+0.10', '+0.00', '+0.00', 1]
['+0.07', '+0.06', '+0.01', '-0.12', '-0.16', '+0.08', '+0.00', '+0.00', 2]
['+0.07', '+0.06', '+0.01', '-0.15', '-0.16', '+0.08', '+0.00', '+0.00', 0]
['+0.07', '+0.06', '+0.02', '-0.14', '-0.15', '+0.09', '+0.00', '+0.00', 2]
['+0.07', '+0.06', '+0.02', '-0.14', '-0.15', '+0.08', '+0.00', '+0.00', 2]
['+0.07', '+0.06', '+0.04', '-0.10', '-0.14', '+0.08', '+0.00', '+0.00', 2]
['+0.07', '+0.05', '+0.04', '-0.13', '-0.14', '+0.08', '+0.00', '+0.00', 0]
['+0.07', '+0.05', '+0.04', '-0.12', '-0.14', '+0.07', '+0.00', '+0.00', 2]
['+0.07', '+0.05', '+0.03', '-0.09', '-0.13', '+0.06', '+0.00', '+0.00', 2]
['+0.07', '+0.05', '+0.03', '-0.12', '-0.13', '+0.06', '+0.00', '+0.00', 0]
['+0.08', '+0.05', '+0.05', '-0.11', '-0.13', '+0.08', '+0.00', '+0.00', 2]
['+0.08', '+0.05', '+0.08', '-0.08', '-0.12', '+0.09', '+0.00', '+0.00', 2]
['+0.08', '+0.04', '+0.08', '-0.11', '-0.12', '+0.09', '+0.00', '+0.00', 0]
['+0.08', '+0.04', '+0.09', '-0.07', '-0.11', '+0.09', '+0.00', '+0.00', 2]
['+0.08', '+0.04', '+0.09', '-0.09', '-0.11', '+0.09', '+0.00', '+0.00', 0]
['+0.08', '+0.04', '+0.09', '-0.12', '-0.10', '+0.09', '+0.00', '+0.00', 0]
['+0.08', '+0.04', '+0.11', '-0.12', '-0.10', '+0.11', '+0.00', '+0.00', 2]
['+0.08', '+0.04', '+0.13', '-0.12', '-0.09', '+0.11', '+0.00', '+0.00', 2]
['+0.08', '+0.04', '+0.13', '-0.10', '-0.09', '+0.11', '+0.00', '+0.00', 2]
['+0.09', '+0.03', '+0.13', '-0.09', '-0.08', '+0.11', '+0.00', '+0.00', 2]
['+0.09', '+0.03', '+0.16', '-0.08', '-0.07', '+0.13', '+0.00', '+0.00', 2]
['+0.09', '+0.03', '+0.16', '-0.11', '-0.07', '+0.13', '+0.00', '+0.00', 0]
['+0.09', '+0.03', '+0.14', '-0.09', '-0.06', '+0.11', '+0.00', '+0.00', 2]
['+0.09', '+0.03', '+0.14', '-0.08', '-0.06', '+0.10', '+0.00', '+0.00', 2]
['+0.09', '+0.03', '+0.15', '-0.05', '-0.05', '+0.11', '+0.00', '+0.00', 2]
['+0.09', '+0.03', '+0.15', '-0.08', '-0.05', '+0.11', '+0.00', '+0.00', 0]
['+0.10', '+0.03', '+0.15', '-0.07', '-0.04', '+0.11', '+0.00', '+0.00', 2]
['+0.10', '+0.02', '+0.15', '-0.09', '-0.03', '+0.11', '+0.00', '+0.00', 0]
['+0.10', '+0.02', '+0.16', '-0.08', '-0.03', '+0.12', '+0.00', '+0.00', 2]
['+0.10', '+0.02', '+0.17', '-0.05', '-0.02', '+0.12', '+0.00', '+0.00', 2]
['+0.10', '+0.02', '+0.17', '-0.08', '-0.02', '+0.12', '+0.00', '+0.00', 0]
['+0.10', '+0.02', '+0.18', '-0.06', '-0.01', '+0.14', '+0.00', '+0.00', 2]
['+0.11', '+0.02', '+0.18', '-0.09', '-0.00', '+0.14', '+0.00', '+0.00', 0]
['+0.11', '+0.02', '+0.19', '-0.07', '+0.00', '+0.14', '+0.00', '+0.00', 2]
['+0.11', '+0.02', '+0.18', '-0.06', '+0.01', '+0.13', '+0.00', '+0.00', 2]
['+0.11', '+0.02', '+0.18', '-0.06', '+0.02', '+0.13', '+0.00', '+0.00', 2]
['+0.11', '+0.01', '+0.17', '-0.05', '+0.02', '+0.13', '+0.00', '+0.00', 2]
['+0.12', '+0.01', '+0.17', '-0.02', '+0.03', '+0.12', '+0.00', '+0.00', 2]
['+0.12', '+0.01', '+0.17', '-0.05', '+0.04', '+0.12', '+0.00', '+0.00', 0]
['+0.12', '+0.01', '+0.18', '-0.05', '+0.04', '+0.13', '+0.00', '+0.00', 2]
['+0.12', '+0.01', '+0.18', '-0.04', '+0.05', '+0.14', '+0.00', '+0.00', 2]
['+0.12', '+0.01', '+0.18', '-0.06', '+0.06', '+0.14', '+0.00', '+0.00', 0]
['+0.12', '+0.01', '+0.19', '-0.04', '+0.07', '+0.16', '+0.00', '+0.00', 2]
['+0.13', '+0.01', '+0.20', '-0.06', '+0.07', '+0.12', '+0.00', '+0.00', 3]
['+0.13', '+0.01', '+0.18', '-0.04', '+0.08', '+0.10', '+0.00', '+0.00', 2]
['+0.13', '+0.01', '+0.17', '-0.04', '+0.08', '+0.09', '+0.00', '+0.00', 2]
['+0.13', '+0.01', '+0.17', '+0.00', '+0.09', '+0.11', '+0.00', '+0.00', 2]
['+0.13', '+0.01', '+0.17', '-0.02', '+0.09', '+0.11', '+0.00', '+0.00', 0]
['+0.14', '+0.01', '+0.17', '-0.05', '+0.10', '+0.11', '+0.00', '+0.00', 0]
['+0.14', '+0.01', '+0.18', '-0.02', '+0.09', '-0.09', '+0.00', '+1.00', 2]
['+0.14', '+0.01', '+0.18', '-0.04', '+0.08', '-0.17', '+0.00', '+1.00', 0]
['+0.14', '+0.01', '+0.18', '-0.07', '+0.07', '-0.25', '+0.00', '+1.00', 0]
['+0.14', '+0.00', '+0.18', '-0.09', '+0.05', '-0.33', '+1.00', '+1.00', 0]
['+0.14', '+0.00', '+0.14', '-0.06', '+0.04', '-0.22', '+1.00', '+1.00', 0]
['+0.14', '+0.00', '+0.11', '-0.03', '+0.04', '-0.12', '+1.00', '+1.00', 0]
['+0.15', '+0.00', '+0.08', '-0.01', '+0.04', '-0.03', '+1.00', '+1.00', 0]
['+0.15', '+0.00', '+0.05', '+0.01', '+0.04', '+0.05', '+1.00', '+1.00', 0]
['+0.15', '+0.00', '+0.02', '+0.03', '+0.04', '+0.12', '+1.00', '+1.00', 0]
['+0.15', '+0.00', '+0.01', '+0.04', '+0.05', '+0.16', '+1.00', '+1.00', 0]
['+0.15', '+0.00', '+0.01', '+0.05', '+0.06', '+0.16', '+1.00', '+1.00', 0]
['+0.15', '+0.01', '+0.00', '+0.04', '+0.07', '+0.14', '+1.00', '+1.00', 0]
['+0.15', '+0.01', '-0.00', '+0.03', '+0.07', '+0.10', '+1.00', '+1.00', 0]
['+0.15', '+0.01', '-0.00', '+0.00', '+0.07', '+0.01', '+1.00', '+1.00', 0]
