['+0.00', '+0.94', '+0.20', '-0.17', '-0.00', '-0.02', '+0.00', '+0.00', 1]
['+0.06', '+0.37', '-0.07', '-0.44', '+0.02', '-0.06', '+0.00', '+0.00', 2]
['+0.06', '+0.36', '-0.08', '-0.40', '+0.02', '-0.06', '+0.00', '+0.00', 2]
['+0.06', '+0.35', '-0.08', '-0.43', '+0.02', '-0.06', '+0.00', '+0.00', 0]
['+0.06', '+0.35', '-0.07', '-0.42', '+0.01', '-0.05', '+0.00', '+0.00', 2]
['+0.06', '+0.34', '-0.07', '-0.44', '+0.01', '-0.05', '+0.00', '+0.00', 0]
['+0.05', '+0.34', '-0.08', '-0.43', '+0.01', '-0.06', '+0.00', '+0.00', 2]
['+0.05', '+0.33', '-0.09', '-0.41', '+0.00', '-0.07', '+0.00', '+0.00', 2]
['+0.05', '+0.32', '-0.09', '-0.40', '+0.00', '-0.07', '+0.00', '+0.00', 2]
['+0.05', '+0.32', '-0.08', '-0.40', '-0.00', '-0.05', '+0.00', '+0.00', 2]
['+0.05', '+0.31', '-0.07', '-0.37', '-0.00', '-0.05', '+0.00', '+0.00', 2]
['+0.05', '+0.31', '-0.07', '-0.40', '-0.01', '-0.05', '+0.00', '+0.00', 0]
['+0.05', '+0.30', '-0.05', '-0.39', '-0.01', '-0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.29', '-0.04', '-0.38', '-0.01', '-0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.29', '-0.04', '-0.36', '-0.01', '-0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.28', '-0.04', '-0.38', '-0.01', '-0.02', '+0.00', '+0.00', 0]
['+0.05', '+0.28', '-0.04', '-0.35', '-0.01', '-0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.27', '-0.04', '-0.38', '-0.01', '-0.02', '+0.00', '+0.00', 0]
['+0.05', '+0.27', '-0.03', '-0.36', '-0.01', '-0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.26', '-0.01', '-0.32', '-0.01', '+0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.26', '-0.01', '-0.35', '-0.01', '+0.01', '+0.00', '+0.00', 0]
['+0.05', '+0.25', '-0.01', '-0.34', '-0.01', '-0.00', '+0.00', '+0.00', 2]
['+0.05', '+0.25', '-0.01', '-0.32', '-0.01', '-0.00', '+0.00', '+0.00', 2]
['+0.05', '+0.24', '-0.01', '-0.34', '-0.01', '-0.00', '+0.00', '+0.00', 0]
['+0.05', '+0.24', '-0.02', '-0.34', '-0.01', '-0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.23', '-0.00', '-0.33', '-0.01', '+0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.23', '+0.01', '-0.32', '-0.01', '+0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.22', '+0.02', '-0.33', '-0.01', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.22', '+0.03', '-0.29', '-0.01', '+0.04', '+0.00', '+0.00', 2]
['+0.05', '+0.21', '+0.02', '-0.29', '-0.01', '+0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.21', '+0.03', '-0.28', '-0.01', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.20', '+0.03', '-0.31', '-0.01', '+0.03', '+0.00', '+0.00', 0]
['+0.05', '+0.20', '+0.04', '-0.28', '-0.00', '+0.04', '+0.00', '+0.00', 2]
['+0.05', '+0.20', '+0.04', '-0.24', '-0.00', '+0.04', '+0.00', '+0.00', 2]
['+0.05', '+0.19', '+0.04', '-0.27', '+0.00', '+0.04', '+0.00', '+0.00', 0]
['+0.05', '+0.19', '+0.03', '-0.25', '+0.00', '+0.04', '+0.00', '+0.00', 2]
['+0.05', '+0.18', '+0.03', '-0.28', '+0.00', '+0.04', '+0.00', '+0.00', 0]
['+0.05', '+0.18', '+0.02', '-0.26', '+0.01', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.18', '+0.03', '-0.22', '+0.01', '+0.04', '+0.00', '+0.00', 2]
['+0.05', '+0.17', '+0.03', '-0.25', '+0.01', '+0.04', '+0.00', '+0.00', 0]
['+0.05', '+0.17', '+0.02', '-0.23', '+0.01', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.17', '+0.02', '-0.26', '+0.01', '+0.03', '+0.00', '+0.00', 0]
['+0.05', '+0.16', '+0.01', '-0.25', '+0.01', '+0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.16', '+0.02', '-0.24', '+0.01', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.15', '+0.02', '-0.23', '+0.02', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.15', '+0.02', '-0.22', '+0.02', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.15', '+0.02', '-0.25', '+0.02', '+0.03', '+0.00', '+0.00', 0]
['+0.05', '+0.14', '+0.02', '-0.23', '+0.02', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.14', '+0.01', '-0.23', '+0.02', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.14', '-0.00', '-0.23', '+0.02', '+0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.13', '-0.00', '-0.19', '+0.02', '+0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.13', '-0.00', '-0.22', '+0.02', '+0.02', '+0.00', '+0.00', 0]
['+0.05', '+0.13', '+0.01', '-0.22', '+0.03', '+0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.13', '+0.01', '-0.18', '+0.03', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.12', '+0.01', '-0.20', '+0.03', '+0.03', '+0.00', '+0.00', 0]
['+0.05', '+0.12', '-0.00', '-0.18', '+0.03', '+0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.12', '-0.00', '-0.21', '+0.03', '+0.02', '+0.00', '+0.00', 0]
['+0.05', '+0.11', '-0.01', '-0.18', '+0.03', '+0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.11', '-0.01', '-0.20', '+0.03', '+0.01', '+0.00', '+0.00', 0]
['+0.05', '+0.11', '-0.00', '-0.18', '+0.03', '+0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.11', '+0.00', '-0.17', '+0.03', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.10', '+0.00', '-0.20', '+0.04', '+0.03', '+0.00', '+0.00', 0]
['+0.05', '+0.10', '+0.00', '-0.20', '+0.04', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.10', '-0.01', '-0.20', '+0.04', '+0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.09', '-0.01', '-0.17', '+0.04', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.09', '-0.02', '-0.13', '+0.04', '+0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.09', '-0.02', '-0.16', '+0.04', '+0.02', '+0.00', '+0.00', 0]
['+0.05', '+0.09', '-0.02', '-0.18', '+0.04', '+0.02', '+0.00', '+0.00', 0]
['+0.05', '+0.08', '-0.03', '-0.17', '+0.04', '+0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.08', '-0.04', '-0.17', '+0.04', '-0.00', '+0.00', '+0.00', 2]
['+0.05', '+0.08', '-0.05', '-0.15', '+0.04', '-0.00', '+0.00', '+0.00', 2]
['+0.05', '+0.08', '-0.05', '-0.17', '+0.04', '-0.00', '+0.00', '+0.00', 0]
['+0.05', '+0.07', '-0.04', '-0.16', '+0.04', '+0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.07', '-0.04', '-0.15', '+0.04', '+0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.07', '-0.03', '-0.14', '+0.05', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.07', '-0.02', '-0.17', '+0.05', '-0.02', '+0.00', '+0.00', 3]
['+0.05', '+0.07', '-0.02', '-0.14', '+0.04', '-0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.06', '-0.02', '-0.16', '+0.04', '-0.02', '+0.00', '+0.00', 0]
['+0.05', '+0.06', '-0.03', '-0.13', '+0.04', '-0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.06', '-0.03', '-0.15', '+0.04', '-0.03', '+0.00', '+0.00', 0]
['+0.05', '+0.06', '-0.03', '-0.15', '+0.04', '-0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.06', '-0.02', '-0.11', '+0.04', '-0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.05', '-0.02', '-0.13', '+0.04', '-0.01', '+0.00', '+0.00', 0]
['+0.05', '+0.05', '-0.01', '-0.12', '+0.04', '+0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.05', '-0.01', '-0.15', '+0.04', '+0.01', '+0.00', '+0.00', 0]
['+0.05', '+0.05', '+0.00', '-0.11', '+0.04', '+0.02', '+0.00', '+0.00', 2]
['+0.05', '+0.05', '+0.00', '-0.14', '+0.04', '+0.02', '+0.00', '+0.00', 0]
['+0.05', '+0.04', '-0.02', '-0.14', '+0.04', '+0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.04', '-0.03', '-0.11', '+0.04', '-0.00', '+0.00', '+0.00', 2]
['+0.05', '+0.04', '-0.03', '-0.14', '+0.04', '-0.00', '+0.00', '+0.00', 0]
['+0.05', '+0.04', '-0.03', '-0.11', '+0.04', '-0.01', '+0.00', '+0.00', 2]
['+0.05', '+0.04', '-0.05', '-0.08', '+0.04', '-0.02', '+0.00', '+0.00', 2]
['+0.04', '+0.03', '-0.05', '-0.11', '+0.04', '-0.02', '+0.00', '+0.00', 0]
['+0.04', '+0.03', '-0.05', '-0.14', '+0.04', '-0.02', '+0.00', '+0.00', 0]
['+0.04', '+0.03', '-0.05', '-0.12', '+0.04', '-0.01', '+0.00', '+0.00', 2]
['+0.04', '+0.03', '-0.04', '-0.11', '+0.04', '-0.00', '+0.00', '+0.00', 2]
['+0.04', '+0.03', '-0.04', '-0.11', '+0.04', '-0.01', '+0.00', '+0.00', 2]
['+0.04', '+0.03', '-0.05', '-0.08', '+0.04', '-0.01', '+0.00', '+0.00', 2]
['+0.04', '+0.03', '-0.05', '-0.11', '+0.04', '-0.01', '+0.00', '+0.00', 0]
['+0.04', '+0.02', '-0.07', '-0.10', '+0.04', '-0.03', '+0.00', '+0.00', 2]
['+0.04', '+0.02', '-0.07', '-0.12', '+0.03', '-0.03', '+0.00', '+0.00', 0]
['+0.04', '+0.02', '-0.07', '-0.10', '+0.03', '-0.02', '+0.00', '+0.00', 2]
['+0.04', '+0.02', '-0.06', '-0.07', '+0.03', '-0.01', '+0.00', '+0.00', 2]
['+0.04', '+0.02', '-0.06', '-0.10', '+0.03', '-0.01', '+0.00', '+0.00', 0]
['+0.04', '+0.02', '-0.05', '-0.09', '+0.03', '+0.00', '+0.00', '+0.00', 2]
['+0.04', '+0.01', '-0.05', '-0.11', '+0.03', '+0.00', '+0.00', '+0.00', 0]
['+0.04', '+0.01', '-0.03', '-0.11', '+0.03', '+0.02', '+0.00', '+0.00', 2]
['+0.04', '+0.01', '-0.04', '-0.11', '+0.03', '+0.01', '+0.00', '+0.00', 2]
['+0.04', '+0.01', '-0.04', '-0.10', '+0.03', '+0.01', '+0.00', '+0.00', 2]
['+0.04', '+0.01', '-0.06', '-0.11', '+0.03', '-0.00', '+0.00', '+0.00', 2]
['+0.04', '+0.01', '-0.07', '-0.11', '+0.03', '-0.01', '+0.00', '+0.00', 2]
['+0.03', '+0.01', '-0.07', '-0.07', '+0.03', '-0.01', '+0.00', '+0.00', 2]
['+0.03', '+0.00', '-0.07', '-0.10', '+0.03', '-0.01', '+0.00', '+0.00', 0]
['+0.03', '+0.00', '-0.06', '-0.07', '+0.03', '+0.00', '+0.00', '+0.00', 2]
['+0.03', '+0.00', '-0.06', '-0.10', '+0.03', '+0.00', '+0.00', '+0.00', 0]
['+0.03', '+0.00', '-0.05', '-0.05', '+0.02', '-0.18', '+0.00', '+1.00', 2]
['+0.03', '-0.00', '-0.05', '-0.07', '+0.01', '-0.25', '+0.00', '+1.00', 0]
['+0.03', '-0.00', '-0.05', '-0.09', '-0.01', '-0.36', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.05', '-0.08', '-0.02', '-0.23', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.05', '-0.06', '-0.02', '-0.11', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.05', '-0.04', '-0.03', '-0.06', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.04', '-0.01', '-0.03', '-0.05', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.03', '+0.01', '-0.03', '-0.04', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.02', '+0.03', '-0.03', '-0.04', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.02', '+0.05', '-0.03', '-0.02', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.02', '+0.05', '-0.03', '+0.15', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.02', '+0.04', '-0.02', '+0.15', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.02', '+0.04', '-0.01', '+0.12', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.02', '+0.03', '-0.01', '+0.09', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.02', '+0.02', '-0.01', '+0.06', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.02', '+0.01', '-0.00', '+0.04', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.01', '+0.01', '-0.00', '+0.03', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.01', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.01', '+0.93', '+0.73', '-0.21', '-0.02', '-0.13', '+0.00', '+0.00', 1]
['+0.02', '+0.93', '+0.72', '-0.24', '-0.02', '-0.09', '+0.00', '+0.00', 1]
['+0.03', '+0.93', '+0.71', '-0.26', '-0.02', '-0.06', '+0.00', '+0.00', 1]
['+0.04', '+0.92', '+0.70', '-0.29', '-0.02', '-0.02', '+0.00', '+0.00', 1]
['+0.04', '+0.92', '+0.69', '-0.32', '-0.02', '+0.02', '+0.00', '+0.00', 1]
['+0.05', '+0.91', '+0.68', '-0.34', '-0.02', '+0.06', '+0.00', '+0.00', 1]
['+0.06', '+0.91', '+0.67', '-0.37', '-0.01', '+0.10', '+0.00', '+0.00', 1]
['+0.06', '+0.90', '+0.66', '-0.39', '-0.01', '+0.14', '+0.00', '+0.00', 1]
['+0.07', '+0.90', '+0.65', '-0.42', '+0.00', '+0.18', '+0.00', '+0.00', 1]
['+0.08', '+0.89', '+0.65', '-0.45', '+0.01', '+0.18', '+0.00', '+0.00', 0]
['+0.08', '+0.88', '+0.65', '-0.48', '+0.02', '+0.18', '+0.00', '+0.00', 0]
['+0.09', '+0.87', '+0.65', '-0.50', '+0.03', '+0.18', '+0.00', '+0.00', 0]
['+0.10', '+0.87', '+0.65', '-0.53', '+0.04', '+0.18', '+0.00', '+0.00', 0]
['+0.10', '+0.86', '+0.65', '-0.56', '+0.04', '+0.18', '+0.00', '+0.00', 0]
['+0.11', '+0.85', '+0.65', '-0.58', '+0.05', '+0.18', '+0.00', '+0.00', 0]
['+0.12', '+0.84', '+0.65', '-0.61', '+0.06', '+0.18', '+0.00', '+0.00', 0]
['+0.12', '+0.83', '+0.65', '-0.64', '+0.07', '+0.18', '+0.00', '+0.00', 0]
['+0.13', '+0.82', '+0.65', '-0.66', '+0.08', '+0.18', '+0.00', '+0.00', 0]
['+0.14', '+0.81', '+0.65', '-0.69', '+0.09', '+0.18', '+0.00', '+0.00', 0]
['+0.14', '+0.80', '+0.65', '-0.72', '+0.10', '+0.18', '+0.00', '+0.00', 0]
['+0.15', '+0.79', '+0.65', '-0.74', '+0.11', '+0.18', '+0.00', '+0.00', 0]
['+0.16', '+0.78', '+0.65', '-0.77', '+0.11', '+0.18', '+0.00', '+0.00', 0]
['+0.16', '+0.76', '+0.65', '-0.80', '+0.12', '+0.18', '+0.00', '+0.00', 0]
['+0.17', '+0.75', '+0.63', '-0.77', '+0.13', '+0.17', '+0.00', '+0.00', 2]
['+0.17', '+0.74', '+0.64', '-0.76', '+0.14', '+0.17', '+0.00', '+0.00', 2]
['+0.18', '+0.73', '+0.64', '-0.73', '+0.15', '+0.19', '+0.00', '+0.00', 2]
['+0.19', '+0.72', '+0.65', '-0.75', '+0.16', '+0.15', '+0.00', '+0.00', 3]
['+0.19', '+0.71', '+0.64', '-0.75', '+0.17', '+0.15', '+0.00', '+0.00', 2]
['+0.20', '+0.70', '+0.61', '-0.72', '+0.17', '+0.13', '+0.00', '+0.00', 2]
['+0.21', '+0.69', '+0.59', '-0.71', '+0.18', '+0.13', '+0.00', '+0.00', 2]
['+0.21', '+0.68', '+0.57', '-0.68', '+0.18', '+0.12', '+0.00', '+0.00', 2]
['+0.22', '+0.67', '+0.56', '-0.65', '+0.19', '+0.12', '+0.00', '+0.00', 2]
['+0.22', '+0.66', '+0.56', '-0.67', '+0.20', '+0.12', '+0.00', '+0.00', 0]
['+0.23', '+0.65', '+0.54', '-0.67', '+0.20', '+0.11', '+0.00', '+0.00', 2]
['+0.23', '+0.64', '+0.52', '-0.67', '+0.21', '+0.10', '+0.00', '+0.00', 2]
['+0.24', '+0.63', '+0.49', '-0.64', '+0.21', '+0.09', '+0.00', '+0.00', 2]
['+0.24', '+0.62', '+0.48', '-0.61', '+0.22', '+0.10', '+0.00', '+0.00', 2]
['+0.25', '+0.61', '+0.47', '-0.60', '+0.22', '+0.10', '+0.00', '+0.00', 2]
['+0.25', '+0.60', '+0.44', '-0.58', '+0.23', '+0.09', '+0.00', '+0.00', 2]
['+0.26', '+0.59', '+0.41', '-0.54', '+0.23', '+0.08', '+0.00', '+0.00', 2]
['+0.26', '+0.58', '+0.41', '-0.57', '+0.23', '+0.08', '+0.00', '+0.00', 0]
['+0.27', '+0.58', '+0.38', '-0.56', '+0.24', '+0.07', '+0.00', '+0.00', 2]
['+0.27', '+0.57', '+0.36', '-0.54', '+0.24', '+0.06', '+0.00', '+0.00', 2]
['+0.27', '+0.56', '+0.34', '-0.52', '+0.24', '+0.06', '+0.00', '+0.00', 2]
['+0.28', '+0.55', '+0.32', '-0.51', '+0.24', '+0.05', '+0.00', '+0.00', 2]
